,aid,themes,scores,title,types,year,directors,thems_map
520,upahky9ze49u5qy,"['女性力量与平等', '友情', '自我与成长', '忠诚和承诺', '真爱与选择', '勇气和冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",灰姑娘,['爱情' '奇幻' '歌舞' '家庭' '动画'],1950,['克莱德·杰洛尼米' '威尔弗雷德·杰克逊' '汉密尔顿·卢斯科'],"['女性力量与平等', '友情', '亲情与成长', '忠诚和承诺', '真爱与选择', '勇气和冒险']"
521,mzc002001m5wxlo,"['友情', '真相与谎言', '忠诚和承诺', '探索与冒险', '犯罪与黑帮', '科技与未来']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",名侦探柯南：绯色的子弹,['悬疑' '冒险' '动画' '动作'],2021,['永冈智佳'],"['友情', '真相与谎言', '忠诚和承诺', '挑战与冒险', '犯罪与惩罚', '科技与未来']"
522,mzc00200vkdojwu,"['困境与挑战', '勇气和冒险', '信任和诚实']","[9.0, 8.0, 7.0]",九叔之夜行疯魔,['搞笑' '剧情' '动作' '爱情' '喜剧' '悬疑' '惊悚'],2021,['姚锐'],"['生存与挑战', '勇气和冒险', '信任和诚实']"
523,mzc0020068esiww,"['青春与成长', '真爱与选择', '女性力量与平等', '自我与成长']","[10.0, 9.0, 8.0, 7.0]",这么多年,['剧情' '家庭' '爱情'],2022,['季竹青'],"['亲情与成长', '真爱与选择', '女性力量与平等', '亲情与成长']"
524,f1m28hyp9ebwrrs,"['爱情与选择', '忠诚与背叛', '权力与欲望', '信任与背信', '真相与谎言']","[10.0, 9.0, 8.0, 7.0, 6.0]",危险关系,['剧情' '爱情'],2012,['许秦豪'],"['真爱与选择', '信任与背叛', '人性与欲望', '信任与背叛', '真相与谎言']"
525,ykvscyzl46pi5xc,"['女性力量与平等', '社会平等', '坚持与信念', '文化传承']","[10.0, 9.0, 9.0, 8.0]",三十二,['纪录片' '历史'],2014,['郭柯'],"['女性力量与平等', '社会平等', '坚持与信念', '文化与传承']"
526,mzc00200pcxqtjm,"['犯罪与黑帮', '忠诚与承诺', '信任与诚实']","[9.5, 9.0, 8.5]",追虎擒龙,['剧情' '犯罪' '动作'],2021,['王晶' '许悦铭'],"['犯罪与惩罚', '忠诚与信任', '信任与背叛']"
527,ztnpctziozsz5y5,"['人与自然', '生死与牺牲', '探索与冒险', '文明与野蛮', '真爱与选择', '勇气与信念']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",金刚,['爱情' '动作' '奇幻' '科幻' '冒险'],2005,['彼得·杰克逊'],"['环境与自然', '保护与牺牲', '挑战与冒险', '文明与野蛮', '真爱与选择', '坚持与信念']"
528,mzc00200sega1nv,"['亲情疏远与和解', '信仰与迷信', '神秘与恐怖', '复仇与正义', '超自然现象', '面对过去']","[9.0, 8.0, 7.0, 7.0, 6.0, 6.0]",纸人回魂,['悬疑' '惊悚' '恐怖' '亲情'],,['成思毅'],"['亲情疏远', '信仰与宗教', '神秘与恐惧', '复仇与正义', '超自然现象', '面对过去']"
529,pg8g3luz3l2b8ap,"['友情', '犯罪与黑帮', '生活困境', '忠诚与承诺', '爱情与选择']","[10.0, 9.0, 8.0, 8.0, 7.0]",旺角卡门,['爱情' '剧情' '犯罪'],1988,['王家卫'],"['友情', '犯罪与惩罚', '生活困境', '忠诚与信任', '真爱与选择']"
530,4e62aswdyxgxfzw,"['友情', '成长', '创新与反传统', '冒险', '团结与支持', '忠诚与团结']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",小羊肖恩,['搞笑' '喜剧' '家庭' '冒险' '动画'],2015,['理查德·斯塔扎克' '马克·伯顿'],"['友情', '成长与自我发现', '传统武术', '勇气和冒险', '团结与合作', '忠诚与信任']"
531,0ioqy4gkt8ofxyb,"['爱情', '友情', '自我与成长', '真爱与选择', '勇气和冒险']","[10.0, 9.0, 8.0, 7.0, 6.0]",一次邂逅,['剧情' '爱情'],2014,['丽萨·阿祖洛斯'],"['爱情', '友情', '亲情与成长', '真爱与选择', '勇气和冒险']"
532,f0hpbdumljle878,"['信任与诚实', '勇气与冒险', '生命与死亡', '家庭关系', '亲情与成长', '忠诚与承诺']","[10.0, 9.0, 9.0, 8.0, 7.0, 6.0]",从今以后,['奇幻' '悬疑' '剧情'],2010,['克林特·伊斯特伍德'],"['信任与背叛', '勇气与决定', '生命和死亡', '家庭关系', '亲情与成长', '忠诚与信任']"
533,amh0eyw7h6neicm,"['女性力量与平等', '信任和诚实', '勇气和冒险', '忠诚和承诺', '犯罪与黑帮']","[10.0, 9.0, 9.0, 9.0, 8.0]",中国警花,['犯罪' '动作'],2018,['胥明文'],"['女性力量与平等', '信任和诚实', '勇气和冒险', '忠诚和承诺', '犯罪与惩罚']"
534,ikn7z1dc8a2td8v,"['勇气与冒险', '团结与支持', '忠诚与承诺', '真相与谎言', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0]",猎杀U-571,['战争' '剧情' '历史' '动作'],2000,['乔纳森·莫斯托'],"['勇气与决定', '团结与合作', '忠诚与信任', '真相与谎言', '战争与和平']"
535,mzc00200knknya1,"['团结和支持', '牺牲和奉献', '忠诚和承诺', '勇气和冒险', '坚持与信念', '勇气和决心']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",X特遣队：全员集结,,,[],"['团结和支持', '牺牲和奉献', '忠诚和承诺', '勇气和冒险', '坚持与信念', '勇敢与决心']"
536,8p1dsqa7or7t3b8,"['环境与自然', '团结与支持', '勇气和冒险', '自我与成长', '亲情和关怀', '灾难与生存']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",昆虫总动员,['奇幻' '冒险' '动画' '家庭'],2014,['海琳·吉罗' '托马斯·绍博'],"['环境与自然', '团结与合作', '勇气和冒险', '亲情与成长', '亲情和关怀', '灾难与生存']"
537,rncu53356gkxc7q,"['忠诚和团结', '勇气和冒险', '忠诚和承诺', '牺牲和奉献', '军事行动', '团队合作']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",狼牙,['惊悚' '动作'],2008,['吴京' '李忠志'],"['忠诚和承诺', '勇气和冒险', '忠诚和承诺', '牺牲和奉献', '军事行动', '团结与合作']"
538,badtu5g5bfdpxx8,"['犯罪与黑帮', '勇气和冒险', '忠诚和承诺', '牺牲和奉献', '信任和诚实', '家庭与团圆']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",特警出击,['剧情' '犯罪' '动作'],1992,['朱建新'],"['犯罪与惩罚', '勇气和冒险', '忠诚和承诺', '牺牲和奉献', '信任和诚实', '家庭与团圆']"
539,5frrueiimmg47zt,"['父子关系', '成长与挑战', '勇敢面对', '团结与支持']","[10.0, 9.0, 8.0, 7.0]",海底总动员,['喜剧' '亲情' '家庭' '冒险' '动画'],2003,['安德鲁·斯坦顿' '李·昂克里奇'],"['父子关系', '生存与挑战', '勇敢面对困境', '团结与合作']"
540,b7gf4r21y642xhh,"['困境与挑战', '复仇与正义', '环境与自然', '勇气与决心', '坚持与信念', '忠诚与背叛']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",荒野猎人,['西部' '剧情' '动作' '惊悚' '冒险'],2016,['亚利桑德罗·冈萨雷斯·伊纳里多'],"['生存与挑战', '复仇与正义', '环境与自然', '勇敢与决心', '坚持与信念', '信任与背叛']"
541,mzc002008qs60ue,"['探索与冒险', '忠诚和承诺', '勇气和冒险', '神话与传说']","[10.0, 9.0, 8.0, 7.0]",尖峰对决之古墓神兵,['冒险' '剧情' '动作'],2022,['李晨'],"['挑战与冒险', '忠诚和承诺', '勇气和冒险', '神话与传说']"
542,mzc00200bvhfqvo,"['困境与挑战', '信任和诚实', '犯罪与黑帮', '忠诚和承诺', '真相与谎言', '冲突与和解']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",老虎,['悬疑' '犯罪'],2020,['石桀锐'],"['生存与挑战', '信任和诚实', '犯罪与惩罚', '忠诚和承诺', '真相与谎言', '冲突与和解']"
543,lm6i5mbxn5njiuk,"['犯罪与黑帮', '真相与谎言', '冲突与和解']","[10.0, 9.0, 8.0]",摧花狂魔,['惊悚' '情色' '犯罪' '动作'],1993,['何志强'],"['犯罪与惩罚', '真相与谎言', '冲突与和解']"
544,3k0pikhlunqinuv,"['青春与成长', '勇气和冒险', '友情', '团结和支持', '神秘与魔法', '敌对与和解']","[10.0, 9.0, 9.0, 9.0, 8.0, 8.0]",哈利波特3阿兹卡班的囚徒,['奇幻' '冒险'],2004,['阿方索·卡隆'],"['亲情与成长', '勇气和冒险', '友情', '团结和支持', '神秘与恐惧', '冲突与和解']"
545,mzc00200wos82ci,"['困境与挑战', '勇气和冒险', '犯罪与黑帮', '信任和诚实', '冲突与和解', '忠诚和团结']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",特种兵归来4替身疑云,['剧情' '动作' '悬疑' '冒险' '犯罪'],2021,['侯杰'],"['生存与挑战', '勇气和冒险', '犯罪与惩罚', '信任和诚实', '冲突与和解', '忠诚和承诺']"
546,amm50h77h5eufsu,"['神话与传说', '文化与传承', '勇气和冒险', '忠诚和承诺', '探索与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0]",西游记之大闹天宫(环绕声版),['奇幻' '动作'],2014,['郑保瑞'],"['神话与传说', '文化与传承', '勇气和冒险', '忠诚和承诺', '挑战与冒险']"
547,mdmlytvejpqc1h6,"['生存与挑战', '团结和支持', '恐怖与惊悚']","[10.0, 9.0, 8.0]",航班蛇患,['惊悚' '灾难' '恐怖' '动作'],2006,['大卫·R·艾里斯' 'Lex Halaby'],"['生存与挑战', '团结和支持', '恐怖与心理']"
548,mzc00200z19pfwv,"['忠诚和团结', '牺牲和奉献', '勇气和冒险', '家庭与团圆']","[10.0, 9.0, 8.0, 7.0]",铁道英雄,['战争' '剧情' '历史' '动作'],2021,['杨枫'],"['忠诚和承诺', '牺牲和奉献', '勇气和冒险', '家庭与团圆']"
549,mzc00200hy5k8gn,"['科技与未来', '真爱与选择', '探索与冒险', '自我与成长']","[10.0, 9.0, 8.0, 7.0]",你好世界,['科幻' '动画' '爱情'],2019,['伊藤智彦'],"['科技与未来', '真爱与选择', '挑战与冒险', '亲情与成长']"
550,tphyx6noqtfv27x,"['勇气和冒险', '忠诚和团结', '牺牲和奉献', '政治与权力', '友情']","[10.0, 9.0, 9.0, 8.0, 8.0]",指环王3：王者无敌,['剧情' '动作' '奇幻' '战争' '冒险'],2004,['彼得·杰克逊'],"['勇气和冒险', '忠诚和承诺', '牺牲和奉献', '政治与权力', '友情']"
551,mzc002001hf5rsh,"['复仇与正义', '忠诚与承诺', '江湖武侠', '家族恩怨']","[10.0, 9.0, 8.0, 7.0]",雪山飞狐之塞北宝藏,['古装' '武侠' '爱情' '动作'],2022,['乔磊'],"['复仇与正义', '忠诚与信任', '江湖武侠', '家族恩怨']"
552,irm7k17d6svopo2,"['身份迷失', '忠诚与背叛', '遗忘与寻找真相', '政治与权力', '信任与欺骗']","[10.0, 9.0, 9.0, 8.0, 8.0]",谍影重重,['悬疑' '惊悚' '剧情' '动作'],2002,['道格·里曼'],"['身份迷失', '信任与背叛', '遗忘与寻找真相', '政治与权力', '信任与背叛']"
553,mzc00200s0eidih,"['忠诚与背叛', '困境与挑战', '犯罪与黑帮', '冲突与和解']","[10.0, 9.0, 8.0, 7.0]",怒火·重案,['犯罪' '动作'],2021,['陈木胜'],"['信任与背叛', '生存与挑战', '犯罪与惩罚', '冲突与和解']"
554,mzc00200zewt7x3,['生死抉择与奋斗'],[10.0],荒原,['冒险' '剧情'],,['左志国'],['生死抉择']
555,gothgwl98bmq6es,"['复仇与正义', '忠诚与背叛', '真爱与选择', '犯罪与黑帮', '冲突与和解', '勇气和冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",帕克,['剧情' '爱情' '动作' '惊悚' '犯罪'],2013,['泰勒·海克福德'],"['复仇与正义', '信任与背叛', '真爱与选择', '犯罪与惩罚', '冲突与和解', '勇气和冒险']"
556,3ra71k2p5igwg0o,"['身份迷失', '真相与谎言', '忠诚与背叛', '政治与权力', '生死抉择与奋斗']","[10.0, 9.0, 8.0, 7.0, 6.0]",谍影重重2,['冒险' '剧情' '动作' '悬疑' '惊悚'],2004,['保罗·格林格拉斯'],"['身份迷失', '真相与谎言', '信任与背叛', '政治与权力', '生死抉择']"
557,hsv9ls8shxr11rr,"['团结与支持', '友情', '非亲生家庭关系']","[10.0, 9.0, 8.0]",福星高照,['喜剧' '动作'],1985,['洪金宝'],"['团结与合作', '友情', '家庭关系']"
558,grmowmhegobesnk,"['恐怖与心理', '灵异现象', '惊悚氛围', '恶灵附身', '恐怖传说', '班庄·比辛达拿刚的导演风格']","[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",鬼4虐,['惊悚' '恐怖'],2008,['班庄·比辛达拿刚' '翁乙' '柏德潘·王般' 'Paween Purikitpanya'],"['恐怖与心理', '灵异现象', '惊悚氛围', '恶灵附身', '恐怖传说', '班庄·比辛达拿刚的导演风格']"
559,k32hjm2sjpiaswy,"['女性力量与平等', '青春与成长', '勇气和冒险', '神话与传说', '魔法与超自然']","[10.0, 9.0, 9.0, 8.0, 8.0]",玛丽与魔女之花,['奇幻' '冒险' '动画'],2017,['米林宏昌'],"['女性力量与平等', '亲情与成长', '勇气和冒险', '神话与传说', '奇幻与超自然']"
560,5sm9f610glx1ag6,"['忠诚与正义', '勇气与冒险', '真相与谎言', '困境与挑战']","[10.0, 8.0, 7.0, 6.0]",警察故事,['惊悚' '喜剧' '犯罪' '动作'],1985,['成龙'],"['忠诚与信任', '勇气与决定', '真相与谎言', '生存与挑战']"
561,ndvahl88ql5yowm,"['团结与合作', '忠诚与信任', '勇敢与冒险', '友谊', '成长与自我发现', '动物主题']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",马达加斯加的企鹅,['搞笑' '喜剧' '儿童' '家庭' '冒险' '动画'],2014,['埃里克·达尼尔' '西蒙·J·史密斯'],"['团结与合作', '忠诚与信任', '勇敢与决心', '友谊', '成长与自我发现', '动物主题']"
562,yxip3tbhucl183g,"['忠诚与信任', '牺牲和奉献', '勇敢与冒险', '生死抉择与奋斗', '团结与合作']","[10.0, 9.0, 8.0, 7.0, 6.0]",王牌,['悬疑' '战争' '剧情'],2014,['范建浍'],"['忠诚与信任', '牺牲和奉献', '勇敢与决心', '生死抉择', '团结与合作']"
563,77lhyhogdsbobp1,"['爱国主义', '忠诚与信任', '牺牲与奉献', '团结与合作', '生死抉择与奋斗', '勇敢与冒险']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",铁道游击队,['战争' '剧情'],1956,['赵明'],"['爱国主义', '忠诚与信任', '牺牲和奉献', '团结与合作', '生死抉择', '勇敢与决心']"
564,mzc00200zl51cd8,"['生存与挑战', '团结与合作', '环境与自然', '勇敢与决心', '人与自然的斗争']","[9.0, 8.0, 8.0, 7.0, 7.0]",异兽战场,['灾难' '动作'],2021,['徐仕兴'],"['生存与挑战', '团结与合作', '环境与自然', '勇敢与决心', '人类与自然的关系']"
565,xv0kqtauy4972gp,"['成长与自我发现', '信任与诚实', '勇敢与决心', '友谊', '坚持与信念', '忠诚与信任']","[10.0, 9.0, 9.0, 9.0, 8.0, 8.0]",闻香识女人,['剧情' '励志' '爱情'],1992,['马丁·布莱斯特'],"['成长与自我发现', '信任与背叛', '勇敢与决心', '友谊', '坚持与信念', '忠诚与信任']"
566,j22edv0k6xtn65p,"['忠诚与背叛', '犯罪与黑帮', '复仇与正义', '勇敢与决心', '团结与合作', '生死抉择与奋斗']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",毒战,['剧情' '犯罪' '动作'],2013,['杜琪峰'],"['信任与背叛', '犯罪与惩罚', '复仇与正义', '勇敢与决心', '团结与合作', '生死抉择']"
567,1x49wgmnw3oepkh,"['神话与传说', '勇敢与决心', '父子/父女', '恐怖传说']","[10.0, 9.0, 9.0, 8.0]",虎神,['恐怖' '剧情' '动作' '奇幻' '科幻' '惊悚'],2014,['Pan Visitsak'],"['神话与传说', '勇敢与决心', '父子/父女', '恐怖传说']"
568,edvnkem79fre5zd,"['友谊', '成长与自我发现', '探索与冒险', '勇敢与决心', '教育', '团结与合作']","[10.0, 9.0, 9.0, 8.0, 8.0, 8.0]",托马斯大电影之世界探险记,['搞笑' '动作' '喜剧' '儿童' '家庭' '冒险' '动画'],2018,['大卫·斯特登'],"['友谊', '成长与自我发现', '挑战与冒险', '勇敢与决心', '教育', '团结与合作']"
569,mzc00200wookd59,"['团结与合作', '勇敢与决心', '爱国主义', '忠诚与信任', '生存与挑战', '战争与和平']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",狼群行动2,['冒险' '动作'],2020,['程浩'],"['团结与合作', '勇敢与决心', '爱国主义', '忠诚与信任', '生存与挑战', '战争与和平']"
570,mzc002003unsbng,"['探险与挑战', '勇敢与决心', '真相与谎言', '团结与合作', '父子关系', '生死抉择与奋斗']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",昆仑谜宫,['悬疑' '冒险' '剧情'],2021,['张嘉豪'],"['恐惧与挑战', '勇敢与决心', '真相与谎言', '团结与合作', '父子关系', '生死抉择']"
571,3oncomdhvh4talj,"['真相与谎言', '犯罪与黑帮', '忠诚与背叛']","[10.0, 9.0, 9.0]",性本恶,['剧情' '喜剧' '犯罪'],2014,['保罗·托马斯·安德森'],"['真相与谎言', '犯罪与惩罚', '信任与背叛']"
572,yspke2cu0qz4hg0,"['生存与挑战', '勇敢与决心', '团结与合作', '环境与自然']","[9.0, 9.0, 8.0, 8.0]",巨鲨大战食人鳄,['灾难' '喜剧'],2010,['克里斯托弗·雷'],"['生存与挑战', '勇敢与决心', '团结与合作', '环境与自然']"
573,3251a6rg7l9j5uz,"['爱国主义', '勇敢与决心', '牺牲和奉献', '忠诚与信任', '女性力量与平等', '战争与和平']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",刘胡兰,['战争' '剧情'],1950,['冯白鲁'],"['爱国主义', '勇敢与决心', '牺牲和奉献', '忠诚与信任', '女性力量与平等', '战争与和平']"
574,ggjx5zs3jg1tbii,"['勇敢与决心', '团结与合作', '生存与挑战', '信任与诚实', '探索与冒险']","[10.0, 9.0, 9.0, 8.0, 8.0]",太平洋幽灵,['冒险' '剧情'],2014,['Brian Falk'],"['勇敢与决心', '团结与合作', '生存与挑战', '信任与背叛', '挑战与冒险']"
575,uywqg22df6ktfmn,"['成长与自我发现', '友谊', '身份迷失', '支持和鼓励', '团结与合作']","[10.0, 9.0, 8.0, 7.0, 6.0]",无敌破坏王,['搞笑' '奇幻' '喜剧' '冒险' '动画'],2012,['里奇·摩尔'],"['成长与自我发现', '友谊', '身份迷失', '支持和鼓励', '团结与合作']"
576,qxubqmkmq2rmm5a,"['忠诚与背叛', '友谊', '生死抉择与奋斗', '复仇与正义', '犯罪与黑帮']","[10.0, 9.0, 8.0, 7.0, 6.0]",喋血双雄,['犯罪' '惊悚' '剧情' '动作'],1989,['吴宇森'],"['信任与背叛', '友谊', '生死抉择', '复仇与正义', '犯罪与惩罚']"
577,mzc002009qhgrbq,"['恐怖传说', '身份迷失', '灵异现象', '忠诚与背叛']","[10.0, 9.0, 8.0, 7.0]",密案1922,['悬疑' '惊悚'],2022,['梁煜良'],"['恐怖传说', '身份迷失', '灵异现象', '信任与背叛']"
578,wc718gxhnpfkain,"['困境与挑战', '勇敢与决心', '团结与合作', '爱国主义', '牺牲和奉献', '战争与和平', '忠诚与信任']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0, 5.0]",喋血孤城,['战争' '剧情' '历史'],2010,['沈东'],"['生存与挑战', '勇敢与决心', '团结与合作', '爱国主义', '牺牲和奉献', '战争与和平', '忠诚与信任']"
579,mzc00200yxqxm0t,"['困境与挑战', '真相与谎言', '忠诚与背叛', '恶灵附身', '生死抉择与奋斗', '灵异现象']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",骨头镇奇谭,['悬疑' '惊悚' '剧情'],2021,['关东杰'],"['生存与挑战', '真相与谎言', '信任与背叛', '恶灵附身', '生死抉择', '灵异现象']"
