,baseCid,cid,algo_type,pay_amt,sd_income,pay_amount,buy_times,duration_type,ip,ip_of_baseCid
1566,LNTFOyQTfC1661615799239,iKibTTGiih1601214717245,trex,19.00,4.7500,19.0,1.0,月卡,小猪佩奇,
1567,iRdDTVcUVg1611236386907,HgCggrKDkP1629110445085,trex,49.00,49.0000,49.0,1.0,季卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1568,zEKxGFaYqK1657177194401,ozVXLsLliQ1615361898258,trex,1.00,1.0000,1.0,1.0,周卡,百变布鲁可,
1569,cHNHSiDgGP1646806197879,qBucUmujUy1647851487373,trex,19.00,19.0000,19.0,1.0,月卡,,
1570,WbwpEjScVz1669104586882,VDEzkVEGwq1672137250941,trex,28.00,2.8000,28.0,7.0,月卡,,
1571,ASNKQIMfRw1621935528803,EDQcJsSxyT1653966782749,trex,229.00,76.3300,229.0,1.0,年卡,,宝宝巴士
1572,PXyCIWRvBQ1623226261572,cymjQVmyGa1614679351415,trex,19.00,19.0000,19.0,1.0,月卡,爱探险的朵拉,爱探险的朵拉
1573,xFqMTBtmKs1625044971308,iMqQfFgHwC1623988608360,trex,1.00,0.6600,1.0,1.0,周卡,猪猪侠,猪猪侠
1574,acZMEasvmY1632971111574,YFkScDxspr1605063106699,trex,1.00,1.0000,1.0,2.0,周卡,奥特曼,奥特曼
1575,RqVmIZkcKv1690860161766,EtoGwzMkmD1673259220418,trex,19.00,19.0000,19.0,1.0,月卡,,
1576,JVoihWjHow1673508086888,MPJxFrTdVN1609897895618,trex,89.00,48.3000,89.0,1.0,季卡,熊出没,
1577,qEXoJohUNB1619611085211,kvlCcuTzOn1619611085408,trex,28.00,18.6800,28.0,9.0,月卡,,
1578,tvFfwdYQPJ1607597946533,duXhfnwQwW1649846767621,trex,28.00,28.0000,28.0,4.0,月卡,,奥特曼
1579,sCLlJduFHS1623117703509,NygekjRZff1623117704825,trex,28.00,28.0000,28.0,6.0,月卡,汪汪队,汪汪队
1580,jPEyAtpUIa1639755061390,AmpbOeRqIJ1645679668616,trex,229.00,229.0000,229.0,1.0,年卡,,
1581,dcFXccjtWN1670988679451,uhhjDgqYwz1677721155880,trex,59.00,59.0000,59.0,2.0,季卡,,
1582,YwWczrljLP1652836597044,XketGfiRPu1685352771326,trex,28.00,28.0000,28.0,2.0,月卡,,
1583,qqSJYUVXuH1678946769559,rewdzxpOyy1667884492661,trex,66.00,66.0000,66.0,1.0,季卡,,
1584,FvAzgXoYMw1607075043285,BGwYVyWFTD1624959230250,trex,59.00,59.0000,59.0,3.0,季卡,萌鸡小队,萌鸡小队
1585,iRdDTVcUVg1611236386907,LTTlOUlAzC1675327478647,trex,19.00,9.5000,19.0,1.0,月卡,,奶龙、飞狗moco等
1586,JVoihWjHow1673508086888,MPJxFrTdVN1609897895618,trex,19.00,48.3000,19.0,1.0,月卡,熊出没,
1587,jrBIzurAEP1679035460357,wfpGEbJzog1599120789032,trex,49.00,49.0000,49.0,1.0,季卡,会说话的汤姆猫,
1588,cbEMUqAzLS1620719781960,fYCVPuFxTA1681441876597,trex,19.00,9.5000,19.0,1.0,月卡,,
1589,IfGVJEPhZY1600778534573,nAjZSSZbHC1660716305961,trex,1.00,1.0000,1.0,1.0,周卡,,
1590,dyILJGATFU1662601083618,iKibTTGiih1601214717245,trex,19.00,14.2500,19.0,1.0,月卡,小猪佩奇,
1591,whKvkmrhjQ1661929411364,MrErPixGJB1641353528865,trex,1.00,1.0000,1.0,1.0,周卡,精灵梦叶罗丽,
1592,RqVmIZkcKv1690860161766,HgCggrKDkP1629110445085,trex,49.00,49.0000,49.0,1.0,季卡,奶龙、飞狗moco等,
1593,cbdEmBEaHF1605063106699,aCEOvNYFXj1605249489173,trex,19.00,19.0000,19.0,1.0,月卡,奥特曼,奥特曼
1594,ELCBFxskBn1628498105455,tAPiuQvFQQ1628498102849,trex,28.00,14.0000,28.0,5.0,月卡,,
1595,acZMEasvmY1632971111574,CYhoBYyJeQ1605063106699,trex,19.00,19.0000,19.0,1.0,月卡,奥特曼,奥特曼
1596,bivKnSWwBW1662566170311,CTtKqQMIXs1662566098626,trex,19.00,19.0000,19.0,1.0,月卡,,
1597,RqVmIZkcKv1690860161766,HgCggrKDkP1629110445085,trex,1.00,1.0000,1.0,1.0,周卡,奶龙、飞狗moco等,
1598,jUrLXNeJYv1636635490821,hAxWrTEXXT1636635532255,trex,19.00,38.0000,19.0,1.0,月卡,,
1599,uZsyqCOiSa1682494959884,KlHNSLhbBh1667809683398,trex,229.00,229.0000,229.0,2.0,年卡,,
1600,NpZahqEhzc1621318478150,aOWWUJQOlH1599553555474,trex,28.00,14.0000,28.0,4.0,月卡,咕力咕力,咕力咕力
1601,NtstSocMuh1663740455695,dUpuhHaWrY1677827595897,trex,28.00,28.0000,28.0,2.0,月卡,,
1602,zKVIdRspWk1639480554932,yfUMVPgwIi1616471411151,trex,229.00,229.0000,229.0,2.0,年卡,迷你特工队,迷你特工队
1603,SKrdakpQYI1647395959166,LkttuGfByQ1687258543520,trex,59.00,39.3400,59.0,1.0,季卡,,
1604,tftfYiDenv1658217865573,iRdDTVcUVg1611236386907,trex,19.00,5.4200,19.0,2.0,月卡,奶龙、飞狗moco等,
1605,JVoihWjHow1673508086888,MPJxFrTdVN1609897895618,trex,19.00,9.5000,19.0,1.0,月卡,熊出没,
1606,tftfYiDenv1658217865573,RqVmIZkcKv1690860161766,trex,19.00,4.7500,19.0,1.0,月卡,,
1607,RqVmIZkcKv1690860161766,iRdDTVcUVg1611236386907,trex,59.00,60.0000,59.0,7.0,季卡,奶龙、飞狗moco等,
1608,THpNpyuawS1605063106699,ZikpLoyjYH1635415567846,trex,19.00,4.7500,19.0,3.0,月卡,奥特曼,奥特曼
1609,SPZjUIDBSD1626675808588,wfpGEbJzog1599120789032,trex,69.00,69.0000,69.0,3.0,季卡,会说话的汤姆猫,汤姆猫
1610,EcjztyVhJg1689303456414,LkttuGfByQ1687258543520,trex,59.00,19.6700,59.0,1.0,季卡,,
1611,oNjrmyXZyF1675061185593,MAAZBWeWIl1670490148276,trex,9.90,9.9000,9.9,1.0,月卡,,
1612,acZMEasvmY1632971111574,MkVBIVsqib1654516585174,trex,55.00,22.0000,55.0,6.0,季卡,,奥特曼
1613,NibSOuzaLS1667982133571,eMBAWLznRp1672826079824,trex,59.00,59.0000,59.0,6.0,季卡,,
1614,qnZvXRfUbb1636635369928,hAxWrTEXXT1636635532255,trex,19.00,38.0000,19.0,1.0,月卡,,
1615,xGOuQqrDhj1672030794752,VnukKzayCX1672030917761,trex,19.00,6.3300,19.0,5.0,月卡,,
1616,RAkgtvheFG1660726293121,eMBAWLznRp1672826079824,trex,1.00,1.0000,1.0,1.0,周卡,,
1617,yfUMVPgwIi1616471411151,zYBMcuyCDa1640573873409,trex,229.00,229.0000,229.0,3.0,年卡,,迷你特工队
1618,mIxGNaTrQz1619346596578,fYCVPuFxTA1681441876597,trex,19.00,9.5000,19.0,1.0,月卡,,
1619,TWLFYaSwzS1615262192462,saErrhtYrY1664341795960,trex,6.60,6.6000,6.6,4.0,月卡,,超级宝贝JoJo
1620,jyOzbczmax1634633008636,BSXmafdGgF1659951344674,trex,28.00,28.0000,28.0,2.0,月卡,,
1621,RqVmIZkcKv1690860161766,EcjztyVhJg1689303456414,trex,1.00,0.2500,1.0,1.0,周卡,,
1622,odyGDGhQHO1685005508605,UmbJnWWpCL1673509385238,trex,59.00,19.6700,59.0,3.0,季卡,,
1623,RqVmIZkcKv1690860161766,iRdDTVcUVg1611236386907,trex,1.00,0.5000,1.0,1.0,周卡,奶龙、飞狗moco等,
1624,COPAnoLLWG1605582357423,ILWycbVHlc1631860202278,trex,19.00,12.6600,19.0,1.0,月卡,迷你特工队,迷你特工队
1625,rsuvzkIkpA1684807852697,qDZzVdpolG1657872794408,trex,1.00,0.2500,1.0,10.0,周卡,,
1626,PXyCIWRvBQ1623226261572,cymjQVmyGa1614679351415,trex,28.00,14.0000,28.0,2.0,月卡,爱探险的朵拉,爱探险的朵拉
1627,KIBzpxlKQX1623919005699,bHopLqvCLp1659940550109,trex,19.00,19.0000,19.0,3.0,月卡,,茁贝儿歌
1628,lUcTCrXcFV1607505650070,qekzJWRQsY1611832238002,trex,55.00,55.0000,55.0,3.0,季卡,,
1629,qJOsiIczzB1603373597958,BgcsytFDrq1671006532441,trex,19.00,19.0000,19.0,2.0,月卡,,碰碰狐
1630,slWMgbEgMt1599120789021,DwwUHwXtog1667549510255,trex,1.00,1.0000,1.0,1.0,周卡,,贝乐虎
1631,FxdjvxgeoU1660720540630,KcLUnaQzax1682498008320,trex,1.00,1.0000,1.0,1.0,周卡,,
1632,FxdjvxgeoU1660720540630,feTDWiWDwu1653902959462,trex,229.00,152.6600,229.0,8.0,年卡,,
1633,qJOsiIczzB1603373597958,KhsbZzkLaZ1642963809534,replace,19.00,19.0000,19.0,1.0,月卡,碰碰狐,碰碰狐
1634,qJOsiIczzB1603373597958,BebfPMtgEu1593583439097,replace,1.00,1.0000,1.0,1.0,周卡,碰碰狐,碰碰狐
1635,slWMgbEgMt1599120789021,FLIKcQjZtw1673252361531,replace,89.00,89.0000,89.0,6.0,季卡,,贝乐虎
1636,ysyPdbRHxJ1655720597049,wdIZnLoVAZ1637670631371,trex,1.00,1.0000,1.0,1.0,周卡,汽车世界,
1637,ljBQVzHtwm1604037148198,dKyAAtvRyy1654482061996,trex,28.00,28.0000,28.0,12.0,月卡,,汽车世界
1638,ysyPdbRHxJ1655720597049,IsBakObEkQ1669646104647,trex,1.00,1.0000,1.0,2.0,周卡,,
1639,ApQkswPzZM1654872253896,ljBQVzHtwm1604037148198,trex,19.00,19.0000,19.0,1.0,月卡,汽车世界,
1640,YfFcPNzAgV1608551969460,FLggGAZUwG1608707396724,trex,28.00,28.0000,28.0,6.0,月卡,宝宝巴士,宝宝巴士
1641,tFcQJWZtHz1604545090958,tWjjVFvMiB1669857257170,trex,19.00,19.0000,19.0,3.0,月卡,,
1642,dJtprTbOtC1614159028243,DqfrvgrVIy1628663920538,replace,1.00,1.0000,1.0,1.0,周卡,汽车世界,汽车世界
1643,,EcjztyVhJg1689303456414,,,19.0000,,,,,猪猪侠
1644,,EcjztyVhJg1689303456414,,,19.0000,,,,,猪猪侠
1645,,CCTCLxMrbY1612921864880,,,1.0000,,,,汪汪队,猪猪侠
1646,,CCTCLxMrbY1612921864880,,,1.0000,,,,汪汪队,猪猪侠
1647,,CCTCLxMrbY1612921864880,,,1.0000,,,,汪汪队,猪猪侠
1648,,cJkHbeOZrt1614159028262,,,23.6000,,,,汽车世界,猪猪侠
1649,,acZMEasvmY1632971111574,,,55.0000,,,,奥特曼,猪猪侠
1650,,YGFSgdvtjy1651905358267,,,55.0000,,,,,猪猪侠
1651,,JzRkcivWuU1647420472731,,,28.0000,,,,,猪猪侠
1652,,zOGXLpMHQc1612921864427,,,19.0000,,,,汪汪队,猪猪侠
1653,,zOGXLpMHQc1612921864427,,,19.0000,,,,汪汪队,猪猪侠
1654,,OZGFxJdCEA1604037148197,,,1.0000,,,,汽车世界,猪猪侠
1655,,OZGFxJdCEA1604037148197,,,1.0000,,,,汽车世界,猪猪侠
1656,,FimehtSyBD1691143673007,,,1.0000,,,,,猪猪侠
1657,,QtVxlMBLWz1688620704695,,,1.0000,,,,,猪猪侠
1658,,QtVxlMBLWz1688620704695,,,1.0000,,,,,猪猪侠
1659,,DZnXRryQAT1601214717245,,,6.6000,,,,小猪佩奇,猪猪侠
1660,,rWSWRUzPoL1601006304441,,,59.0000,,,,小猪佩奇,猪猪侠
1661,,TWLFYaSwzS1615262192462,,,28.0000,,,,超级宝贝JoJo,猪猪侠
1662,,TWLFYaSwzS1615262192462,,,28.0000,,,,超级宝贝JoJo,猪猪侠
1663,,iKibTTGiih1601214717245,,,1.0000,,,,小猪佩奇,猪猪侠
1664,,iKibTTGiih1601214717245,,,1.0000,,,,小猪佩奇,猪猪侠
1665,,iKibTTGiih1601214717245,,,1.0000,,,,小猪佩奇,猪猪侠
1666,,dNUkdLPkci1585650051748,,,44.9000,,,,超级宝贝JoJo,猪猪侠
1667,CYhoBYyJeQ1605063106699,tvFfwdYQPJ1607597946533,replace,55.00,55.0000,55.0,2.0,季卡,奥特曼,奥特曼
1668,bAlxVCrUOE1672803001188,bkHXBHEHSd1672803042858,replace,19.00,9.5000,19.0,2.0,月卡,,
1669,mvMmXYZncl1601214717245,OVLoaUHGrG1604043122785,replace,1.00,1.0000,1.0,8.0,周卡,小猪佩奇,小猪佩奇
1670,RqVmIZkcKv1690860161766,HgCggrKDkP1629110445085,replace,28.00,61.0000,28.0,2.0,月卡,奶龙、飞狗moco等,
1671,jAGHvKfxCC1601282023158,DZnXRryQAT1601214717245,replace,1.00,1.0000,1.0,1.0,周卡,小猪佩奇,小猪佩奇
1672,zREQBIOHfe1681796286791,sxKslwyKAc1652685260396,replace,19.00,19.0000,19.0,1.0,月卡,,
1673,OHfpSPOqVR1650444348251,AgQqWwRfuo1666592794588,replace,28.00,28.0000,28.0,6.0,月卡,,小猪佩奇
1674,dcFXccjtWN1670988679451,dNUkdLPkci1585650051748,replace,19.00,20.0000,19.0,1.0,月卡,超级宝贝JoJo,
1675,dcvzdwivpy1650435646286,eSGQRfLlch1672372441801,replace,28.00,28.0000,28.0,4.0,月卡,,巴啦啦小魔仙
1676,XhRJepkTRC1641803912556,zOGXLpMHQc1612921864427,replace,22.00,22.0000,22.0,7.0,月卡,汪汪队,汪汪队
1677,sqTufNIWFr1675222700175,SJrpTgiOZY1678244128983,replace,9.90,9.9000,9.9,1.0,月卡,,
1678,jrBIzurAEP1679035460357,KcLUnaQzax1682498008320,replace,1.00,0.5000,1.0,1.0,周卡,,
1679,RmGrHaFnMr1687336576024,nmyUqVpBlr1614164299502,replace,28.00,9.3300,28.0,4.0,月卡,汪汪队,
1680,QtVxlMBLWz1688620704695,RYkFLhqgAh1608551836986,replace,69.00,69.0000,69.0,6.0,季卡,宝宝巴士,
1681,dcFXccjtWN1670988679451,dNUkdLPkci1585650051748,replace,1.00,20.0000,1.0,1.0,周卡,超级宝贝JoJo,
1682,KGGJWPMdPi1642562281891,bEEhOnpmbd1672716920019,replace,1.00,1.0000,1.0,1.0,周卡,,汪汪队
1683,gGKsfNuhVN1652674197120,vWmuTSudiu1652682184160,replace,28.00,28.0000,28.0,7.0,月卡,,
1684,booCmTupLt1617335839554,QkdvkeRKHi1649916184143,replace,229.00,229.0000,229.0,3.0,年卡,,汪汪队
1685,RqVmIZkcKv1690860161766,HgCggrKDkP1629110445085,replace,66.00,61.0000,66.0,1.0,季卡,奶龙、飞狗moco等,
1686,YYzkACpxTe1646881620769,nrojIiBsJE1679983410692,replace,28.00,28.0000,28.0,4.0,月卡,,
1687,NeBzRSmxnm1628047578871,TbbTshzrAF1601006304441,trex,6.60,6.6000,6.6,1.0,月卡,小猪佩奇,小猪佩奇
1688,tLcsbnPqrG1658365155696,UpLHLFCMQR1668147330045,trex,28.00,28.0000,28.0,2.0,月卡,,
1689,dNUkdLPkci1585650051748,AKVzBJYbhO1687937013336,trex,55.00,55.0000,55.0,1.0,季卡,,超级宝贝JoJo
1690,bEEhOnpmbd1672716920019,WHcQUPiyfI1641783909979,trex,28.00,28.0000,28.0,4.0,月卡,汪汪队,
1691,KIXfInTBJn1666338977320,aiakGfssGw1641544936515,trex,19.00,19.0000,19.0,2.0,月卡,咚咚玩具屋,
1692,dNUkdLPkci1585650051748,AKVzBJYbhO1687937013336,trex,28.00,28.0000,28.0,3.0,月卡,,超级宝贝JoJo
1693,KGGJWPMdPi1642562281891,ENvQjXwyjB1623117703882,trex,28.00,28.0000,28.0,23.0,月卡,汪汪队,汪汪队
1694,ysyPdbRHxJ1655720597049,ljBQVzHtwm1604037148198,replace,59.00,59.0000,59.0,2.0,季卡,汽车世界,
1695,zOGXLpMHQc1612921864427,sgQFCojTJy1619605032191,trex,69.00,69.0000,69.0,9.0,季卡,汪汪队,汪汪队
1696,MkVBIVsqib1654516585174,HnEuRJIfZh1657610791952,trex,28.00,34.6000,28.0,2.0,月卡,,
1697,sTuXtscHGg1660283881528,TWLFYaSwzS1615262192462,trex,1.00,1.0000,1.0,1.0,周卡,超级宝贝JoJo,
1698,KcLUnaQzax1682498008320,fjHfNtkMSF1683188312819,trex,19.00,19.0000,19.0,1.0,月卡,,
1699,CteFEGawsW1689162933418,uBzfsxQCEA1689058076007,trex,28.00,28.0000,28.0,7.0,月卡,,
1700,pMxQesImTX1670400960633,FrCImkgXmt1678328163422,trex,1.00,1.0000,1.0,1.0,周卡,,
1701,vCsdSpkYjQ1680586693140,sCrCVTZgkO1652927185626,trex,1.00,1.0000,1.0,1.0,周卡,,
1702,VUscFbedCB1679903085414,HpHaKbyHXC1659585666426,trex,1.00,1.0000,1.0,1.0,周卡,,
1703,tftfYiDenv1658217865573,EtoGwzMkmD1673259220418,trex,1.00,0.3300,1.0,1.0,周卡,,
1704,RqVmIZkcKv1690860161766,EtoGwzMkmD1673259220418,trex,1.00,1.0000,1.0,1.0,周卡,,
1705,YLdPMFfCYq1641886501615,eqxJpSbUyZ1658914264985,trex,28.00,27.9900,28.0,14.0,月卡,,
1706,oGIrdfuxwx1640574541197,uhpDYklxgl1678166026504,trex,28.00,28.0000,28.0,17.0,月卡,,
1707,xGOuQqrDhj1672030794752,YLdPMFfCYq1641886501615,trex,1.00,1.0000,1.0,1.0,周卡,,
1708,dcvzdwivpy1650435646286,vojXTrzpQT1657099254503,trex,1.00,1.0000,1.0,1.0,周卡,,巴啦啦小魔仙
1709,tftfYiDenv1658217865573,iRdDTVcUVg1611236386907,trex,1.00,17.8000,1.0,1.0,周卡,奶龙、飞狗moco等,
1710,UvrHtYYJTA1623318532330,cSPKanAZsH1624272534963,trex,28.00,28.0000,28.0,3.0,月卡,,小猪佩奇
1711,zdJJsEcVXs1611317557673,gTqMgTLBuE1617789061178,trex,59.00,59.0000,59.0,5.0,季卡,,益智宝贝
1712,BGwYVyWFTD1624959230250,IMkWsGSwOO1663666745726,trex,19.00,9.5000,19.0,3.0,月卡,,萌鸡小队
1713,HTzlrpzuJO1683191028027,HqeOzujPTe1681873072361,trex,55.00,54.9900,55.0,4.0,季卡,,
1714,HgCggrKDkP1629110445085,iRdDTVcUVg1611236386907,trex,28.00,17.8000,28.0,2.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1715,DVnOIQRNcb1636635455424,hAxWrTEXXT1636635532255,trex,1.00,1.0000,1.0,1.0,周卡,,
1716,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,1.00,1.0000,1.0,1.0,周卡,,
1717,acZMEasvmY1632971111574,cCOixcrPZd1633670731971,trex,28.00,28.0000,28.0,4.0,月卡,奥特曼,奥特曼
1718,pnbLavCsbd1638494905392,iOPHJSmMpM1661735705470,trex,19.00,19.0000,19.0,3.0,月卡,,
1719,TlsxmTKZtS1691027863186,uBzfsxQCEA1689058076007,trex,1.00,1.0000,1.0,1.0,周卡,,
1720,tftfYiDenv1658217865573,iRdDTVcUVg1611236386907,trex,28.00,17.8000,28.0,2.0,月卡,奶龙、飞狗moco等,
1721,MkVBIVsqib1654516585174,HnEuRJIfZh1657610791952,trex,6.60,34.6000,6.6,2.0,月卡,,
1722,dskJlrRkcR1602313839424,fECdaJLhSA1604043122786,trex,59.00,11.8000,59.0,4.0,季卡,小猪佩奇,小猪佩奇
1723,oNjrmyXZyF1675061185593,MAAZBWeWIl1670490148276,trex,49.00,49.0000,49.0,1.0,季卡,,
1724,oBSBxFkglq1659660748806,xRCGhktbjA1667281933623,trex,28.00,28.0000,28.0,4.0,月卡,,
1725,NWMlKaavjn1605063106699,WJVRowjklL1605063106699,trex,19.00,19.0000,19.0,3.0,月卡,奥特曼,奥特曼
1726,kbMIwJkJwP1672986781650,bVbjiZeJiE1621843432353,trex,28.00,28.0000,28.0,3.0,月卡,,
1727,EtoGwzMkmD1673259220418,iRdDTVcUVg1611236386907,trex,28.00,17.8000,28.0,2.0,月卡,奶龙、飞狗moco等,
1728,acZMEasvmY1632971111574,MkVBIVsqib1654516585174,trex,1.00,1.0000,1.0,3.0,周卡,,奥特曼
1729,zhvxKihfqb1605582983847,bDCgXMxHSj1607597946533,trex,1.00,1.0000,1.0,6.0,周卡,奥特曼,奥特曼
1730,jUrLXNeJYv1636635490821,qnZvXRfUbb1636635369928,trex,1.00,1.0000,1.0,1.0,周卡,,
1731,yruHjPqbZd1600258388387,atbDkNvYLD1652778457981,trex,19.00,19.0000,19.0,4.0,月卡,,
1732,MYqzwTgTUJ1670464318083,YFibQLYiyw1683191451269,trex,19.00,19.0000,19.0,5.0,月卡,,
1733,bAlxVCrUOE1672803001188,bkHXBHEHSd1672803042858,trex,1.00,0.5000,1.0,1.0,周卡,,
1734,bDCgXMxHSj1607597946533,tvFfwdYQPJ1607597946533,trex,9.90,9.9000,9.9,1.0,月卡,奥特曼,奥特曼
1735,VnukKzayCX1672030917761,YLdPMFfCYq1641886501615,trex,28.00,28.0000,28.0,2.0,月卡,,
1736,acZMEasvmY1632971111574,FqYduKTWIw1657074073411,trex,1.00,0.3300,1.0,1.0,周卡,,奥特曼
1737,QwbIyRUubO1612259931526,GWgdirnldY1603438435115,trex,1.00,0.5000,1.0,1.0,周卡,猫和老鼠,猫和老鼠
1738,XGbkFrYFub1599643696220,QrKgRSpopc1672206990692,trex,1.00,1.0000,1.0,3.0,周卡,,白雪公主
1739,YLdPMFfCYq1641886501615,lJhIPJGYSL1662084525030,trex,6.60,6.6000,6.6,1.0,月卡,,
1740,jBFOZMiYPJ1611912236338,eMBAWLznRp1672826079824,trex,59.00,59.0000,59.0,3.0,季卡,,
1741,AgrzDlaXFy1645515548521,gPDJczeklf1622791913103,trex,1.00,1.0000,1.0,1.0,周卡,,
1742,YOKZFCznzc1619589353526,IuKJcufEQW1678264532231,trex,55.00,55.0000,55.0,5.0,季卡,,
1743,AJvZgDlUyr1624618560535,iXTrcWcluw1624618559955,trex,28.00,28.0000,28.0,3.0,月卡,,
1744,dyILJGATFU1662601083618,TWLFYaSwzS1615262192462,trex,6.60,6.6000,6.6,10.0,月卡,超级宝贝JoJo,
1745,rQSbCilkUd1623117704326,ALXDpfWHEE1622791915121,trex,229.00,229.0000,229.0,29.0,年卡,超迷你战士,超迷你战士
1746,tftfYiDenv1658217865573,RqVmIZkcKv1690860161766,trex,19.00,19.0000,19.0,6.0,月卡,,
1747,hAxWrTEXXT1636635532255,saPqidlzFM1623226261705,trex,28.00,28.0000,28.0,4.0,月卡,大卫,
1748,HgCggrKDkP1629110445085,tftfYiDenv1658217865573,trex,1.00,1.0000,1.0,1.0,周卡,,奶龙、飞狗moco等
1749,RqVmIZkcKv1690860161766,EtoGwzMkmD1673259220418,trex,28.00,28.0000,28.0,1.0,月卡,,
1750,KcLUnaQzax1682498008320,GExqbHJUww1681277445890,trex,1.00,1.0000,1.0,2.0,周卡,,
1751,OqMoGDSgQv1673422634419,ZFuEAGtOHx1629880899031,trex,1.00,0.5000,1.0,1.0,周卡,迷你小洞,
1752,iRdDTVcUVg1611236386907,sqTufNIWFr1675222700175,trex,1.00,1.0000,1.0,1.0,周卡,,奶龙、飞狗moco等
1753,pqAOTgqrms1636989492329,wgDXzvXazQ1636992551568,trex,9.90,9.9000,9.9,2.0,月卡,,
1754,KcLUnaQzax1682498008320,oeXiwxCEmm1682499792605,trex,28.00,28.0000,28.0,2.0,月卡,,
1755,bkHXBHEHSd1672803042858,dTxUyNQPDr1642560959731,trex,9.90,9.9000,9.9,1.0,月卡,超迷你战士,
1756,jBFOZMiYPJ1611912236338,kbMIwJkJwP1672986781650,trex,28.00,28.0000,28.0,8.0,月卡,,
1757,YLdPMFfCYq1641886501615,cnJsMXksKs1675301532751,trex,19.00,19.0000,19.0,1.0,月卡,,
1758,tYmxOqASVi1676865807136,DuHGwrbcmb1666080742595,trex,89.00,59.3400,89.0,1.0,季卡,,
1759,jrBIzurAEP1679035460357,PpQaqSEUrF1681277626970,trex,1.00,1.0000,1.0,7.0,周卡,,
1760,tftfYiDenv1658217865573,iRdDTVcUVg1611236386907,trex,1.00,0.5000,1.0,2.0,周卡,奶龙、飞狗moco等,
1761,dJdSJwnzQh1604043122785,fECdaJLhSA1604043122786,trex,59.00,11.8000,59.0,4.0,季卡,小猪佩奇,小猪佩奇
1762,AIcJggEVXL1634543039943,eMBAWLznRp1672826079824,trex,55.00,55.0000,55.0,3.0,季卡,,
1763,saErrhtYrY1664341795960,ZjJahURwmX1684481606838,trex,1.00,1.0000,1.0,1.0,周卡,,
1764,tftfYiDenv1658217865573,qDZzVdpolG1657872794408,trex,19.00,19.0000,19.0,8.0,月卡,,
1765,acZMEasvmY1632971111574,FqYduKTWIw1657074073411,trex,1.00,1.0000,1.0,12.0,周卡,,奥特曼
1766,qMLOibUotU1677117702847,WogiiwNamt1662608379252,trex,69.00,69.0000,69.0,2.0,季卡,,
1767,MnMnKbICFQ1677035322715,TZvnQgWOjc1665211858040,trex,28.00,28.0000,28.0,4.0,月卡,,
1768,qSvbKCLQNf1637045464193,saPqidlzFM1623226261705,trex,9.90,2.4800,9.9,1.0,月卡,大卫,
1769,tftfYiDenv1658217865573,EtoGwzMkmD1673259220418,trex,69.00,23.0000,69.0,16.0,季卡,,
1770,UmJWTGytlr1603353338918,whrgvVieQk1601380609114,trex,1.00,1.0000,1.0,1.0,周卡,宇宙护卫队,宇宙护卫队
1771,gpzttiXrjK1641437134605,GWlbjbkVsz1666318415690,trex,1.00,1.0000,1.0,2.0,周卡,,
1772,HUttfMLhOB1663576378835,LrufpZObbf1664244182928,trex,6.60,6.6000,6.6,4.0,月卡,,
1773,XketGfiRPu1685352771326,IMkWsGSwOO1663666745726,trex,19.00,19.0000,19.0,6.0,月卡,,
1774,OVLoaUHGrG1604043122785,fECdaJLhSA1604043122786,trex,59.00,11.8000,59.0,4.0,季卡,小猪佩奇,小猪佩奇
1775,TbbTshzrAF1601006304441,fECdaJLhSA1604043122786,trex,59.00,11.8000,59.0,4.0,季卡,小猪佩奇,小猪佩奇
1776,dNUkdLPkci1585650051748,sTuXtscHGg1660283881528,trex,55.00,55.0000,55.0,3.0,季卡,,超级宝贝JoJo
1777,EtoGwzMkmD1673259220418,HgCggrKDkP1629110445085,trex,19.00,19.0000,19.0,4.0,月卡,奶龙、飞狗moco等,
1778,PqnegALMcm1639756205299,YZZcpxXgYr1639752491464,trex,19.00,19.0000,19.0,1.0,月卡,,
1779,NflNfnQFII1678085727466,HLRSnvLJlW1657591005989,trex,19.00,19.0000,19.0,2.0,月卡,,
1780,MrErPixGJB1641353528865,BEvcDXhUxm1658742636356,trex,1.00,0.9900,1.0,2.0,周卡,,精灵梦叶罗丽
1781,oHaOmUwrgj1662014528684,lzUBnlBGAk1668590833899,trex,19.00,19.0000,19.0,1.0,月卡,,
1782,wkXWKzIsLE1683278445686,aNJeikVxTd1659065776959,trex,59.00,59.0000,59.0,5.0,季卡,,
1783,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,trex,28.00,28.0000,28.0,12.0,月卡,,
1784,urJvFAsWrR1655283579583,FdnjlGzHBx1608187202503,trex,1.00,1.0000,1.0,1.0,周卡,,
1785,whrgvVieQk1601380609114,AaHWMsjxkE1630464892094,trex,1.00,1.0000,1.0,1.0,周卡,宇宙护卫队,宇宙护卫队
1786,IQpYYTfeFd1645076577223,RSOfWVlNxn1638411263340,trex,1.00,1.0000,1.0,2.0,周卡,憨豆先生,
1787,tftfYiDenv1658217865573,EtoGwzMkmD1673259220418,trex,69.00,69.0000,69.0,4.0,季卡,,
1788,GaIRgnPwrI1679564431862,fkGIRyPFBk1611823571585,trex,22.00,11.0000,22.0,3.0,月卡,孙悟空,
