,aid,title,year,types,themes_cleaned,scores_cleaned,emotion_tags_cut,emotion_scores_cut,emo_size,theme_size
791,mzc00200shcxcyx,边缘行者,2022,['悬疑' '犯罪' '动作'],"['警察与犯罪', '牺牲和奉献', '困境与挑战']","[10.0, 9.0, 8.0]",[],[],0,3
792,5dez155powhoke3,终结者3,2003,['惊悚' '冒险' '科幻' '动作'],"['机器人与人类冲突', '生存与抵抗']","[10.0, 9.0]",[],[],0,2
793,mzc002006ncxgx1,侍神令,2021,['奇幻' '古装'],"['民族自尊', '神话与传说', '古代文明与神秘力量']","[10.0, 10.0, 9.0]",[],[],0,3
794,mzc00200cdb1a6a,坠落,,['运动' '冒险' '动作' '惊悚'],"['生死抉择', '困境与挑战', '勇气与决心']","[9.0, 9.0, 8.0]",[],[],0,3
795,8kw2uo89elwb7as,飞驰人生,2019,['喜剧' '搞笑'],"['团结与合作', '运动精神']","[10.0, 8.0]",[],[],0,2
796,mqn4th6zsdepxd8,非凡任务,2017,['剧情' '犯罪' '动作'],"['警察与犯罪', '牺牲和奉献', '反腐斗争']","[10.0, 9.0, 9.0]",[],[],0,3
797,c4tsexoxc2echy2,阿丽塔：战斗天使,2019,['爱情' '惊悚' '动作' '科幻' '冒险' '动画'],"['信任', '成长与自我发现', '真爱与选择']","[10.0, 9.0, 8.0]",['黑暗'],[2.4],1,3
798,0oa7e8y22juk60d,铁甲钢拳,2011,['运动' '剧情' '动作' '科幻' '励志'],"['父子/父女', '勇气与决心', '成长与自我发现']","[10.0, 9.0, 9.0]",[],[],0,3
799,jihdrbruqxrw15q,最长一枪,2017,['犯罪' '剧情' '动作'],"['困境与挑战', '信任与背叛', '友谊与背叛']","[10.0, 9.0, 8.0]",['感人'],[2.97],1,3
800,cfrqr2077rtuvdl,银行大劫案,2008,['剧情' '动作' '悬疑' '惊悚' '犯罪'],"['团结与合作', '真相与谎言', '犯罪与惩罚']","[10.0, 9.0, 8.0]",[],[],0,3
801,cf1w5v9qabvjwyu,谜情公寓,2004,['悬疑' '剧情' '爱情'],"['悬疑与谜题', '真相与谎言', '心理与健康']","[10.0, 9.0, 8.0]",[],[],0,3
802,ofkv3sjwjfbknxw,捍卫者,2017,['剧情' '动作' '战争' '科幻' '冒险' '历史' '犯罪'],"['爱国主义', '民族自尊', '保护与牺牲']","[10.0, 10.0, 9.0]",[],[],0,3
803,mzc0020067a704x,鲁班四杰之伏龙海眼,2021,['奇幻' '冒险' '动作'],"['团结与合作', '民族自尊']","[10.0, 9.0]",['诡异'],[3.0],1,2
804,mzc00200wey0l6n,突袭之丛林脱险,2020,['剧情' '动作' '奇幻' '科幻' '悬疑' '冒险' '犯罪'],"['团结与合作', '勇气与决心']","[9.0, 8.0]",[],[],0,2
805,e4nthuea4326fxe,英雄时代,2011,['惊悚' '冒险' '动作' '战争'],"['团结与合作', '勇气与决心', '民族自尊']","[10.0, 9.0, 8.0]",['痛苦'],[2.38],1,3
806,mzc00200bxlx18d,蟒山,2022,['奇幻' '冒险'],"['团结与合作', '勇气与决心']","[10.0, 9.0]",[],[],0,2
807,owyequak2ck3bra,“大”人物,2019,['剧情' '犯罪' '动作'],"['反腐斗争', '警察与犯罪', '团结与合作']","[10.0, 9.0, 9.0]",['压迫'],[2.64],1,3
808,65w286u1fwer2fc,诡八楼,2014,['悬疑' '惊悚' '恐怖'],['灵异现象'],[9.0],[],[],0,1
809,mu01sbah4rauf44,速度与激情：特别行动,2019,['科幻' '冒险' '犯罪' '动作'],"['团结与合作', '友谊与背叛']","[10.0, 9.0]",[],[],0,2
810,ojtef164ju7f3rx,道亦有道,2017,['奇幻' '喜剧' '动作'],"['困境与挑战', '真爱与选择', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
811,au0m60tdjavfriw,七剑下天山之修罗眼,2019,['奇幻' '武侠' '爱情' '古装'],"['信任', '江湖武侠', '真爱与选择']","[10.0, 9.0, 8.0]",[],[],0,3
812,x3vk9hecwapvl5s,绝岭雄风,1993,['惊悚' '冒险' '动作'],"['勇气与决心', '牺牲与奉献', '团结与合作']","[10.0, 9.0, 8.0]",['意外'],[2.31],1,3
813,og3aojlettojsad,巴黎危机,2016,['悬疑' '剧情' '犯罪' '动作'],"['困境与挑战', '信任', '犯罪与惩罚']","[9.0, 9.0, 8.0]",['意外'],[0.68],1,3
814,mzc00200sq680j2,藏地奇兵,2022,['悬疑' '冒险' '剧情' '动作'],"['父子/父女', '探索与冒险']","[10.0, 9.0]",[],[],0,2
815,brwg1sm4xfwk5h1,蜈蚣,2004,['恐怖' '动作' '惊悚' '科幻' '冒险'],['生物突变'],[9.0],['意外'],[4.0],1,1
816,uw2miiet0dcxld7,环大西洋2：重生,2018,['科幻' '动作'],"['生物突变', '团结与合作', '环境保护']","[10.0, 9.0, 8.0]",[],[],0,3
817,mzc00200ndn3td9,蛛丝马迹,2021,['惊悚' '剧情' '犯罪'],"['复仇与正义', '犯罪与惩罚', '悬疑与谜题']","[10.0, 9.0, 8.0]",[],[],0,3
818,vhilxy2artzt8a5,300勇士：帝国崛起,2014,['战争' '剧情' '动作'],"['团结与合作', '勇气与决心', '牺牲与奉献']","[10.0, 9.0, 8.0]",['意外'],[2.38],1,3
819,aw5x0yrons77ng1,整容日记,2014,['喜剧' '爱情' '搞笑'],"['女性力量与平等', '成长与自我发现']","[9.0, 8.0]",[],[],0,2
820,7eacs2dma9tvs54,反贪风暴,2014,['犯罪' '剧情' '动作'],"['反腐斗争', '犯罪与惩罚', '警察与犯罪']","[10.0, 9.0, 9.0]",[],[],0,3
821,f0qjcexig8rjzpo,长江七号,2008,['冒险' '喜剧' '科幻' '搞笑'],"['亲情与成长', '勇气与决心', '团结与合作']","[10.0, 9.0, 9.0]",['意外'],[2.38],1,3
822,tyxha27sasikn8c,扫毒,2013,['悬疑' '剧情' '犯罪' '动作'],"['反腐斗争', '信任', '警察与犯罪']","[10.0, 9.0, 8.0]",[],[],0,3
823,hg4vd61z5r1qquh,私人保镖,1992,['犯罪' '剧情' '动作'],"['牺牲和奉献', '保护与牺牲', '信任']","[9.0, 9.0, 8.0]",['意外'],[2.64],1,3
824,r4olb7avzneorp0,鬼三惊2,2014,['恐怖' '搞笑' '悬疑' '惊悚' '犯罪'],"['恶搞与搞笑', '悬疑与谜题']","[10.0, 8.0]",[],[],0,2
825,fvzsd8r3sn3nzcs,地雷区,2015,['战争' '剧情' '历史'],"['战争与和平', '勇气与决心', '牺牲和奉献']","[10.0, 9.0, 8.0]",[],[],0,3
826,diqd53y1nkovi2u,惊天大逆转,2016,['悬疑' '剧情' '犯罪' '动作'],"['困境与挑战', '复仇与正义', '犯罪与惩罚']","[10.0, 9.0, 8.0]",['意外'],[2.31],1,3
827,mzc00200iowe8bq,龙窟寻宝,2021,['奇幻' '冒险' '剧情' '动作'],"['困境与挑战', '团结与合作']","[10.0, 8.0]",['意外'],[2.04],1,2
828,mzc00200ai2qmoa,高卢英雄：魔法的秘密,2018,['奇幻' '动画'],"['家庭友好', '友谊', '成长与自我发现']","[10.0, 9.0, 9.0]",['意外'],[2.1],1,3
829,mzc00200k19v28s,我爱你！,,['剧情' '爱情'],"['真爱与选择', '生命和死亡']","[10.0, 9.0]",['意外'],[2.38],1,2
830,ovbdx5uq46n2t8d,双龙会,1992,['喜剧' '动作'],"['团结与合作', '信任', '友谊与背叛']","[10.0, 9.0, 8.0]",[],[],0,3
831,0w0zgqo2jmpenhf,风语咒,2018,['剧情' '奇幻' '亲情' '武侠' '动画'],"['民族自尊', '神话与传说', '家族支持与励志']","[10.0, 9.0, 8.0]",['意外'],[2.333],1,3
832,mzc00200awptjbk,梅根,,['惊悚' '恐怖' '科幻'],"['人工智能', '保护与牺牲', '科技与未来']","[10.0, 9.0, 8.0]",['意外'],[2.72],1,3
833,vb7zydkc1n8cj4o,哆啦A梦：大雄的金银岛,2018,['奇幻' '儿童' '家庭' '冒险' '动画'],"['团结与合作', '勇气与决心', '友谊']","[10.0, 9.0, 8.0]",[],[],0,3
834,aggiy0qv89a47k3,猩球崛起,2011,['剧情' '科幻' '动作'],"['人与机器的界限', '团结与合作']","[9.0, 8.0]",['意外'],[2.04],1,2
835,mzc00200mq6uu4i,狂鳄,2021,['灾难' '惊悚'],"['生存与挑战', '灾难与生存', '保护与牺牲']","[10.0, 9.0, 8.0]",[],[],0,3
836,r6hc2kqgvnmiejn,阿甘正传,1994,['剧情' '爱情' '战争' '喜剧' '励志'],"['成长与自我发现', '信任', '勇气与决心']","[10.0, 9.0, 9.0]",[],[],0,3
837,ordx2gh5t7x0o04,逗鸟外传：萌宝满天飞,2016,['搞笑' '奇幻' '喜剧' '家庭' '冒险' '动画'],"['家庭友好', '恶搞与搞笑', '动物主题']","[10.0, 9.0, 8.0]",[],[],0,3
838,719xhxkl9qdp267,无人区,2013,['西部' '犯罪'],"['生活与选择', '贪婪与道德', '犯罪与惩罚']","[10.0, 9.0, 9.0]",[],[],0,3
839,rtxppsa2dqxd6ok,擦枪走火,2014,['喜剧' '爱情'],"['恶搞与搞笑', '真爱与选择']","[9.0, 8.0]",[],[],0,2
840,8zloeajd5b34gw0,巨鳄,2006,['惊悚'],['生物突变'],[10.0],[],[],0,1
841,s6xugjdjkqyf7hg,女神.Angela,2017,['剧情' '爱情'],"['女性力量与平等', '真爱与选择', '成长与自我发现']","[9.0, 8.0, 8.0]",[],[],0,3
842,mzc00200e2mef37,恐怖游轮,2009,['悬疑' '惊悚' '剧情' '恐怖'],"['生死抉择', '真相与谎言']","[10.0, 9.0]",,,0,2
843,p23rohsggrrcgdz,烈日灼心,2015,['悬疑' '剧情' '犯罪'],"['犯罪与惩罚', '信任', '警察与犯罪']","[9.0, 8.0, 8.0]",[],[],0,3
844,ra1dhxmhz872ry8,叶问3,2015,['传记' '剧情' '动作' '武侠' '历史'],"['武术精神', '民族自尊', '恩怨情仇']","[10.0, 9.0, 9.0]",[],[],0,3
845,t8hibdvu0oqa7qx,超级鲨大战机器鲨,2014,['科幻'],"['科技与未来', '机器人格斗', '生物突变']","[10.0, 9.0, 9.0]",[],[],0,3
846,l55uzpo7mlkh9pm,决战之后（上）,1991,['战争' '剧情'],"['爱国主义', '民族自尊', '战争与和平']","[10.0, 9.0, 9.0]",['痛苦'],[2.333],1,3
847,ye5d39ow0nj0i4j,燃烧,2013,['犯罪' '冒险' '爱情' '动作'],"['真爱与选择', '犯罪与惩罚', '暴力与道德']","[10.0, 9.0, 9.0]",[],[],0,3
848,mzc002006y88y5y,追凶十九年,2019,['悬疑' '剧情' '犯罪'],"['正义与冤屈', '信念与坚持', '真相与谎言']","[10.0, 9.0, 8.0]",[],[],0,3
849,mzc00200ow0gauq,巨兽来袭2,2021,['悬疑' '灾难'],"['灾难与生存', '生死抉择', '团结与合作']","[10.0, 10.0, 9.0]",['意外'],[5.0],1,3
850,jv5argookgzarh0,小鬼当家,1990,['搞笑' '喜剧' '儿童' '家庭' '犯罪'],"['困境与挑战', '勇气与决心', '团结与合作']","[10.0, 9.0, 8.0]",[],[],0,3
851,8gw3uswncneb9l2,铁道卫士,1960,['战争' '剧情' '动作'],"['爱国主义', '民族自尊', '保护与牺牲']","[10.0, 9.0, 8.0]",[],[],0,3
852,zxolejpeqkirbb0,光荣之路,1957,['战争' '剧情'],"['勇气与决心', '父子/父女', '团结与合作']","[10.0, 9.0, 8.0]",[],[],0,3
853,ve0z5177mvb1gy9,龙城岁月,2005,['犯罪' '惊悚' '剧情' '动作'],"['信任与背叛', '黑帮与权力斗争']","[9.0, 8.0]",['意外'],[3.0],1,2
854,mzc00200dwv81we,有钱特烦恼,2020,['喜剧' '家庭'],"['家庭矛盾', '亲情与成长', '恶搞与搞笑']","[10.0, 9.0, 8.0]",,,0,3
855,3tjk4cxrrhzush8,无底洞,2011,['悬疑' '剧情' '喜剧'],"['困境与挑战', '真相与谎言', '友谊']","[10.0, 9.0, 8.0]",[],[],0,3
856,6qll7ptefwubgtu,跟踪追击,1963,['剧情' '犯罪'],"['反腐斗争', '警察与犯罪', '犯罪与惩罚']","[10.0, 9.0, 9.0]",[],[],0,3
857,mzc002001rrrtyt,秘境古兽,2020,['奇幻' '悬疑' '剧情' '冒险'],"['探索与冒险', '古代文明与神秘力量', '勇气与决心']","[9.0, 9.0, 8.0]",[],[],0,3
858,mzc00200wm0eu28,济公之降龙降世,2021,['奇幻' '冒险' '动画'],"['道教主题', '降龙降世', '神话与传说']","[10.0, 9.0, 9.0]",[],[],0,3
859,mzc0020049otqyv,狐妖小红娘·月红2,2021,['奇幻' '剧情' '动画' '爱情'],"['民族文化', '神话与传说', '真爱与选择']","[10.0, 9.0, 8.0]",[],[],0,3
860,bzhzppxdqsv6sr0,神秘世界历险记4,2018,['奇幻' '喜剧' '儿童' '家庭' '动画'],"['成长与自我发现', '友谊与团队精神', '勇敢与冒险']","[10.0, 9.0, 8.0]",[],[],0,3
861,mzc00200eyaedxh,宝可梦：皮卡丘和可可的冒险,2020,['冒险' '剧情' '动画'],"['友谊', '探索与冒险', '成长与自我发现']","[10.0, 9.0, 9.0]",[],[],0,3
862,ejks6d82begz8w7,江湖情2：英雄好汉,1987,['犯罪' '剧情' '动作'],"['信任', '恩怨情仇', '江湖武侠']","[10.0, 9.0, 8.0]",[],[],0,3
863,b6j00wpgat7dp2q,特高课在行动,1981,['悬疑' '剧情' '犯罪'],"['信任', '勇气与决心', '团结与合作']","[10.0, 9.0, 9.0]",['爱国'],[3.6],1,3
864,5oy778gc6ua4h70,全民目击,2013,['悬疑' '剧情' '犯罪'],"['正义与法律', '舆论压力', '真相与谎言']","[10.0, 9.0, 9.0]",[],[],0,3
865,73xgax4iau11tnu,七月八月,2016,['剧情' '喜剧' '亲情' '家庭'],"['家庭友好', '亲情疏远与和解', '恶搞与搞笑']","[10.0, 9.0, 8.0]",[],[],0,3
866,zwqybzsk6m1ahnx,背靠背，脸对脸,1994,['剧情' '喜剧'],"['家庭矛盾', '生活与选择', '恶搞与搞笑']","[10.0, 9.0, 8.0]",[],[],0,3
867,6pf2mpya36yu5fd,超强台风,2008,['灾难' '剧情' '科幻'],"['灾难与生存', '困境与挑战', '生死抉择']","[10.0, 9.0, 8.0]",[],[],0,3
868,eafty5tebqhfygp,冷血追击,2019,['悬疑' '剧情' '犯罪' '动作'],"['复仇与正义', '犯罪与惩罚', '警察与犯罪']","[10.0, 9.0, 9.0]",[],[],0,3
869,u14vapl0xrpnke0,乱,1985,['战争' '剧情' '历史' '动作'],"['责任与担当', '政治与权力', '战争与和平']","[10.0, 8.0, 8.0]",[],[],0,3
870,r6ri9qkcu66dna8,狄仁杰之四大天王,2018,['动作' '奇幻' '悬疑' '武侠' '古装'],"['团结与合作', '信任', '家国情怀']","[10.0, 9.0, 8.0]",[],[],0,3
871,o6pxpi7ikjosc7y,霹雳神偷,1993,['剧情' '爱情' '动作' '惊悚' '犯罪'],"['复仇与正义', '友谊与背叛', '犯罪与惩罚']","[10.0, 9.0, 8.0]",[],[],0,3
872,b6mser4rir2b61k,赤焰战场2,2013,['喜剧' '搞笑' '犯罪' '动作'],"['团结与合作', '信任']","[9.0, 8.0]",[],[],0,2
873,rz7x3oii2cafdnb,三毛流浪记,1949,['剧情' '喜剧' '儿童'],"['成长与自我发现', '友谊', '勇气与决心']","[9.0, 8.0, 8.0]",[],[],0,3
874,mzc00200q4ecz7x,八岐大蛇,2020,['喜剧' '爱情' '动作'],"['神话与传说', '恶搞与搞笑']","[10.0, 9.0]",['意外'],[1.4],1,2
875,ta5ctd75nz6s150,灵魂战车,2007,['奇幻' '惊悚' '动作' '科幻'],"['责任与担当', '黑暗势力']","[9.0, 8.0]",[],[],0,2
876,mzc00200ipatcyv,人鱼缚,2020,['奇幻' '剧情' '爱情' '古装'],"['神话与传说', '真爱与选择']","[10.0, 8.0]",[],[],0,2
877,x6soep7wq53j8ym,极限特工2,2005,['惊悚' '冒险' '犯罪' '动作'],"['团结与合作', '勇气与决心', '责任与担当']","[10.0, 9.0, 8.0]",[],[],0,3
878,mzc00200z2t2vy4,生死下一秒,2021,['犯罪' '剧情' '爱情' '动作'],"['责任与担当', '犯罪与惩罚']","[10.0, 8.0]",[],[],0,2
879,vwq7gmy475harwj,绿巨人2,2008,['科幻' '冒险' '动作' '惊悚'],"['责任与担当', '勇气与决心', '科技与未来']","[10.0, 9.0, 8.0]",[],[],0,3
880,rk4a9f0ho37siky,愤怒的小鸟2,2019,['冒险' '喜剧' '动画' '搞笑'],"['团结与合作', '友谊']","[10.0, 9.0]",[],[],0,2
881,3vcj7tc5m4qax71,O记三合会档案,1999,['剧情' '犯罪' '动作'],"['黑帮与权力斗争', '信任', '犯罪与惩罚']","[10.0, 9.0, 8.0]",[],[],0,3
882,l8r3gm1zzu5u3nk,海王,2018,['奇幻' '冒险' '科幻' '动作'],"['家族支持与励志', '真爱与选择', '责任与担当']","[10.0, 9.0, 8.0]",[],[],0,3
883,aob4q0nuy90mldx,怪兽之瞳,2007,['惊悚' '恐怖' '科幻'],"['人与怪兽的界限', '环境与自然']","[10.0, 8.0]",['意外'],[3.5],1,2
884,xuy45yvwdgajywr,小偷家族,2018,['剧情' '家庭' '亲情' '犯罪'],"['家庭矛盾', '亲情与成长', '信任与背叛']","[10.0, 9.0, 8.0]",['温暖'],[2.8],1,3
885,jl3prcsiw08u6hs,飞龙再生,2003,['奇幻' '惊悚' '喜剧' '动作'],"['勇气与决心', '恩怨情仇', '友谊与背叛']","[10.0, 9.0, 8.0]",[],[],0,3
886,19rwnlqtt7m9ray,筏子客,1992,['剧情' '西部' '爱情'],"['家庭矛盾', '亲情与成长', '勇气与冒险']","[10.0, 9.0, 8.0]",[],[],0,3
887,6sj522tgplnw8no,黑豹,2018,['冒险' '剧情' '科幻' '动作'],"['政治与权力', '民族自尊', '责任与担当']","[10.0, 9.0, 8.0]",[],[],0,3
888,mzc0020035tt9q9,回廊亭,2022,['悬疑' '犯罪' '爱情'],['真相与谎言'],[9.0],['意外'],[4.0],1,1
889,mhlbtowistsoc5i,杀戮赌场,1998,['剧情' '犯罪'],"['黑帮与权力斗争', '犯罪与惩罚', '信任']","[10.0, 9.0, 8.0]",[],[],0,3
890,wpdvcrjdshs3rur,我是传奇,2007,['恐怖' '剧情' '动作' '战争' '科幻' '惊悚'],"['病毒爆发', '灾难与生存', '生死抉择']","[10.0, 10.0, 10.0]",[],[],0,3
891,mzc00200mykcc34,巨蛛,2021,['剧情' '恐怖' '科幻' '动作'],"['生物突变', '灾难与生存', '科技与未来']","[10.0, 9.0, 8.0]",[],[],0,3
892,n5c7q1bdr2ucwn3,伦敦陷落,2015,['惊悚' '犯罪' '动作'],"['政治与权力', '保护与牺牲', '警察与犯罪']","[10.0, 9.0, 8.0]",['意外'],[2.38],1,3
893,mzc002005e1cf9q,死里逃生,2021,['惊悚' '剧情' '动作'],"['生死抉择', '困境与挑战']","[10.0, 9.0]",[],[],0,2
894,mzc00200dxlvtv3,灵幻大师,2021,['搞笑' '动作' '爱情' '奇幻' '惊悚' '喜剧' '冒险' '古装'],"['恶搞与搞笑', '真爱与选择']","[9.0, 8.0]",[],[],0,2
895,ofmf5k4m7p48bqu,孤岛风云,2015,['惊悚' '恐怖' '动作'],"['生存与挑战', '信任与背叛', '困境与挑战']","[10.0, 9.0, 8.0]",[],[],0,3
896,fgqtuu38z91hfyw,一出好戏,2018,['剧情' '喜剧' '搞笑'],"['困境与挑战', '友谊与背叛', '环保意识']","[10.0, 9.0, 8.0]",[],[],0,3
897,mzc00200f612dae,猎毒之闪电突击,2022,['悬疑' '犯罪' '动作'],"['反腐斗争', '犯罪与惩罚']","[10.0, 8.0]",[],[],0,2
898,sqys0uo6hucaxx4,海平面上升,2017,['灾难' '爱情' '科幻' '动作'],"['环境保护', '生死抉择', '团结与合作']","[10.0, 9.0, 8.0]",[],[],0,3
899,mzc002008m8uka6,小虎墩大英雄,2022,['冒险' '动画'],"['成长与自我发现', '责任与担当', '接受和包容']","[10.0, 9.0, 8.0]",[],[],0,3
900,g1l89o9vt9kpm3n,江湖情,1987,['惊悚' '剧情' '犯罪' '动作'],"['江湖武侠', '信任', '恩怨情仇']","[10.0, 9.0, 8.0]",[],[],0,3
901,w6unuv58t8df6gs,你是凶手,2019,['悬疑' '剧情' '犯罪'],"['正义与法律', '犯罪与惩罚', '警察与犯罪']","[10.0, 9.0, 9.0]",[],[],0,3
902,wp2fr06ydlr3ce0,暗无天日,2015,['惊悚' '恐怖'],"['生存与挑战', '灾难与生存']","[10.0, 9.0]",[],[],0,2
903,hi1u352psupfyjs,极盗车神,2017,['音乐' '犯罪' '动作'],"['信任', '黑帮与权力斗争', '恩怨情仇']","[10.0, 9.0, 8.0]",[],[],0,3
904,vde7lmqvoepqc57,绝色营救,2019,['犯罪' '动作'],"['团结与合作', '勇气与决心', '警察与犯罪']","[10.0, 9.0, 8.0]",[],[],0,3
905,dc3fq6omiriabp0,蜡笔小新:决一胜负 逆袭的机器人爸爸,2014,['儿童' '喜剧' '动画' '家庭'],"['成长与自我发现', '亲情与成长', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
906,hp0wvi9vw9obudz,勇敢传说,2012,['动作' '奇幻' '喜剧' '亲情' '家庭' '冒险' '动画'],"['勇气与决心', '母子/母女', '成长与自我发现']","[10.0, 9.0, 9.0]",[],[],0,3
907,1brbdjbevb8kf5u,非常小特务4,2011,['动作' '喜剧' '科幻' '家庭' '冒险'],"['成长与自我发现', '友谊与背叛', '家庭友好']","[10.0, 9.0, 8.0]",[],[],0,3
908,7pil6rlguehsicj,福星闯江湖,1989,['喜剧'],"['江湖武侠', '恶搞与搞笑', '信任']","[10.0, 9.0, 8.0]",[],[],0,3
909,yb4pkc929n3293o,绝色神偷,2001,['剧情' '爱情' '犯罪' '动作'],"['信任', '真爱与选择', '犯罪与惩罚']","[10.0, 9.0, 9.0]",[],[],0,3
910,mzc00200n7h7hg7,道师爷2,2022,['奇幻' '惊悚' '动作'],"['正义与法律', '信任', '持之以恒']","[10.0, 9.0, 8.0]",[],[],0,3
911,6pfpvdk6z9v55wc,死寂逃亡,2019,['灾难' '恐怖' '科幻' '惊悚'],"['生存与挑战', '灾难与生存']","[10.0, 9.0]",[],[],0,2
912,hw2a2q3dsh090g8,奇幻森林,2016,['剧情' '奇幻' '家庭' '冒险' '动画'],"['环境保护', '家庭友好', '成长与自我发现']","[10.0, 9.0, 8.0]",[],[],0,3
913,8x7plhlgxwi9tw0,冰雪女王3：火与冰,2016,['搞笑' '剧情' '爱情' '儿童' '家庭' '冒险' '动画'],"['真爱与选择', '勇气与决心', '团结与合作']","[10.0, 9.0, 9.0]",[],[],0,3
914,n14np8whnu78r5o,战争之花,2012,['剧情' '历史' '爱情'],"['家族支持与励志', '政治与权力', '真爱与选择']","[10.0, 9.0, 8.0]",[],[],0,3
915,zg7bhyyc1ffeha0,七宗罪,1995,['剧情' '动作' '悬疑' '惊悚' '犯罪'],"['正义与法律', '犯罪与惩罚', '宗教与罪恶']","[10.0, 9.0, 8.0]",[],[],0,3
916,mzc00200jz7tv5h,阴阳美人棺,2020,['搞笑' '剧情' '动作' '爱情' '奇幻' '古装'],"['真爱与选择', '信任']","[10.0, 8.0]",[],[],0,2
917,mzc00200sbk2c57,爱很美味,,['喜剧' '爱情'],"['友谊与成长', '真爱与选择', '家庭矛盾']","[10.0, 9.0, 8.0]",['温暖'],[3.5],1,3
918,mzc00200ryjw3pg,让我过过瘾,2021,['家庭' '喜剧' '爱情' '搞笑'],"['家庭矛盾', '信任', '成长与自我发现']","[10.0, 9.0, 8.0]",[],[],0,3
919,68avosyn77seisl,哈利·波特与死亡圣器（上）,2010,['剧情' '动作' '奇幻' '悬疑' '冒险'],"['信任', '保护与牺牲', '勇气与决心']","[10.0, 9.0, 9.0]",[],[],0,3
920,mzc00200vxxlzgn,超异之荒漠地球,2020,['搞笑' '动作' '爱情' '喜剧' '科幻'],"['环境保护与生存挑战', '真爱与选择', '科技与未来']","[10.0, 9.0, 8.0]",[],[],0,3
921,c8oygdzkl09kzz2,叶问：终极一战,2013,['传记' '剧情' '动作'],"['武术精神', '团结与合作', '父子/父女']","[10.0, 9.0, 8.0]",[],[],0,3
922,rbum98tdl7gnrjo,美人鱼之海盗来袭,2015,['奇幻' '冒险' '喜剧' '动画'],"['家族支持与励志', '真爱与选择', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
923,mzc00200b1h554t,阴阳镇怪谈,2021,['惊悚' '恐怖'],"['灵异现象', '民间故事']","[9.0, 8.0]",[],[],0,2
924,dmibwwfvwq1ss3r,僵尸少女,2016,['恐怖' '剧情' '喜剧' '悬疑' '惊悚'],['生死抉择'],[10.0],[],[],0,1
925,kvv3a3l7zbecfdc,天使陷落,2019,['惊悚' '战争' '犯罪' '动作'],"['牺牲和奉献', '团结与合作', '勇气与决心']","[9.0, 9.0, 8.0]",['意外'],[2.4],1,3
926,xyne4253g35nak3,惊奇队长,2019,['冒险' '科幻' '动作'],"['女性力量与平等', '团结与合作']","[10.0, 9.0]",[],[],0,2
927,ofbgmce1glm7kwe,冰川时代5：星际碰撞,2016,['搞笑' '喜剧' '科幻' '冒险' '动画'],"['生存与挑战', '团结与合作', '环境保护']","[10.0, 9.0, 8.0]",[],[],0,3
928,mzc0020020y4k6q,不期而遇的夏天,2020,['剧情' '喜剧'],"['成长与自我发现', '友谊与背叛', '家庭矛盾']","[10.0, 9.0, 8.0]",['温暖'],[3.2],1,3
929,00jxecd5him5kmn,加勒比海盗5：死无对证,2017,['奇幻' '冒险' '动作'],"['勇气与决心', '生死抉择', '友谊与背叛']","[10.0, 9.0, 8.0]",[],[],0,3
930,3cgqfqo2o0p5sz1,狂兽,2017,['剧情' '犯罪' '动作'],"['生死抉择', '警察与犯罪', '真相与谎言']","[10.0, 9.0, 9.0]",[],[],0,3
931,8dypc2gc4wf7y78,传染,2015,['冒险' '恐怖' '科幻' '惊悚'],"['生命和死亡', '病毒传播', '生存与挑战']","[10.0, 9.0, 9.0]",[],[],0,3
932,3hcnhz6ys9njhun,小猪佩奇过大年,2019,['歌舞' '喜剧' '儿童' '家庭' '动画'],"['家庭友好', '儿童与成长', '节日与文化']","[10.0, 9.0, 8.0]",[],[],0,3
933,3n2ub2ii2mllere,军号密码,2016,['战争' '剧情'],"['牺牲和奉献', '爱国主义', '民族自尊']","[10.0, 10.0, 10.0]",['爱国'],[3.6],1,3
934,ctykmmk1opre6kz,成人世界,2013,['剧情' '喜剧'],"['成长与自我发现', '家庭矛盾', '友谊与背叛']","[10.0, 9.0, 8.0]",[],[],0,3
935,oksnoso9pnqrxn9,美国骗局,2013,['剧情' '犯罪'],"['欺诈与道德', '政治与权力', '信任']","[10.0, 9.0, 8.0]",[],[],0,3
936,6klzabvnz0broww,药仙,2018,['奇幻' '剧情' '古装'],"['家国情怀', '民族自尊', '信仰与宗教']","[10.0, 9.0, 8.0]",['温暖'],[3.0],1,3
937,mzc00200fol8li8,荒岛求生之巨兽来袭,2019,['惊悚' '剧情' '冒险' '灾难'],"['生存与挑战', '灾难与生存', '人与自然的斗争']","[10.0, 9.0, 8.0]",[],[],0,3
938,th3hgm1uphsp1qj,废墟行动上,2002,['悬疑' '冒险' '科幻'],"['决策与后果', '科技与未来', '黑暗势力']","[10.0, 9.0, 8.0]",[],[],0,3
939,mzc00200ui2uwko,赢利,2020,['惊悚' '犯罪'],"['复仇与正义', '犯罪与惩罚']","[9.0, 8.0]",[],[],0,2
940,42lkbc1n5c287xu,雪暴,2018,['悬疑' '剧情' '犯罪' '动作'],"['困境与挑戰', '信任与背叛', '犯罪与惩罚']","[10.0, 9.0, 9.0]",[],[],0,3
