,aid,title,year,types,tags_theme,scores_theme,theme_tag,tags_emotion,scores_emotion
579,mzc00200yxqxm0t,骨头镇奇谭,2021,['悬疑' '惊悚' '剧情'],"['困境与挑战', '真相与谎言', '信任与背叛', '生死抉择', '灵异现象']","[10.0, 9.0, 8.0, 6.0, 5.0]","['困境', '挑战', '真相', '谎言', '信任', '背叛', '生死抉择', '灵异现象']","['勇敢', '诡异', '救人', '阴森', '成长', '近代']","[2.97, 2.97, 2.64, 2.64, 2.31, 2.31]"
580,szdk5vibdh32543,灿烂人生,2003,['爱情' '剧情' '家庭'],"['团结与合作', '家庭与团圆', '成长与自我发现', '父子/父女', '亲情疏远与和解', '真爱与选择']","[10.0, 9.5, 9.0, 8.5, 8.0, 7.5]","['团结', '合作', '家庭', '团圆', '成长与自我发现', '父子/父女', '亲情疏远与和解', '真爱', '选择']","['成长', '人生', '挫折', '文艺片', '离别', '意大利电影', '社会动荡']","[3.6, 1.2, 1.2, 1.0, 1.0, 0.8, 0.8]"
581,lcd64ph3687r932,密室逃生,2019,['悬疑' '惊悚' '冒险'],"['困境与挑战', '生死抉择', '团结与合作', '心理与健康', '勇气与决心', '信任']","[10.0, 9.0, 9.0, 8.0, 8.0, 8.0]","['困境', '挑战', '生死抉择', '团结', '合作', '心理', '健康', '勇气', '决心', '信任']","['生死', '谜题', '危险']","[4.0, 3.5, 3.5]"
582,mzc00200pybax6w,边境迷雾,2018,['战争' '科幻'],"['困境与挑战', '生存与挑战', '人与自然的斗争', '科技与未来', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0]","['困境', '挑战', '生存', '人与自然的斗争', '科技', '未来', '战争', '和平']","['爱国', '时光穿梭', '生死', '勇敢', '危险', '成长']","[3.3, 3.06, 3.06, 2.97, 2.72, 2.64]"
583,ywh98x560gi3c9r,延安游击队,1961,['战争' '历史'],"['爱国主义', '团结与合作', '勇气与决心', '牺牲与奉献', '信任', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['爱国主义', '团结', '合作', '勇气', '决心', '牺牲', '奉献', '信任', '战争', '和平']","['壮志', '痛苦', '勇气', '悲壮', '爱国', '压抑']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5]"
584,mzc00200y80iu1c,特战行动队,,['冒险' '剧情' '爱情' '动作'],"['爱国主义', '信任', '勇气与决心', '生死抉择', '团结与合作', '科技与未来']","[10.0, 10.0, 10.0, 10.0, 10.0, 9.0]","['爱国主义', '信任', '勇气', '决心', '生死抉择', '团结', '合作', '科技', '未来']","['友情', '勇敢', '团结', '复仇', '现代', '危险', '险恶']","[3.6, 3.2, 2.8, 1.2, 1.0, 1.0, 0.8]"
585,mzc00200hv9lxn9,幽灵毒枭,2021,['犯罪' '剧情' '动作'],"['犯罪与黑帮', '复仇与正义', '真相与谎言', '生死抉择', '信任与背叛']","[10.0, 9.0, 7.0, 6.0, 5.0]","['犯罪', '黑帮', '复仇', '正义', '真相', '谎言', '生死抉择', '信任', '背叛']","['警匪', '危险', '拯救', '现代', '阴谋', '勇敢']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64]"
586,rt2y8b16af8knjk,保镖,1992,['剧情' '爱情' '动作' '喜剧' '惊悚' '音乐'],"['真爱与选择', '保护与牺牲', '音乐与艺术', '信任']","[10.0, 9.0, 8.0, 7.0]","['真爱', '选择', '保护', '牺牲', '音乐', '艺术', '信任']","['友情', '生死', '危险']","[3.2, 1.8, 1.6]"
587,whgmvhzttwzjuvn,战狼传说,1997,['冒险' '剧情' '动作'],"['信任', '勇气与决心', '江湖武侠', '团结与合作', '成长与自我发现']","[9.0, 9.0, 8.0, 8.0, 7.0]","['信任', '勇气', '决心', '江湖武侠', '团结', '合作', '成长与自我发现']","['勇敢', '团结', '友情', '险恶', '危险', '复仇']","[3.6, 3.2, 3.2, 1.6, 1.4, 1.2]"
588,2enr5jc0h8hez2w,恐龙,2000,['剧情' '儿童' '家庭' '冒险' '动画'],"['生存与挑战', '亲情与成长', '团结与合作', '接受与包容', '人与自然的斗争']","[10.0, 9.0, 8.0, 7.0, 6.0]","['生存', '挑战', '亲情', '成长', '团结', '合作', '接受', '包容', '人与自然的斗争']","['成长', '勇敢', '生死', '危险', '欧美影片', '困境']","[3.2, 2.8, 1.2, 1.0, 0.8, 0.8]"
589,mzc00200difqhgs,兔子暴力,2020,['剧情' '家庭' '犯罪'],"['家庭矛盾', '犯罪与惩罚', '成长与自我发现', '社会问题']","[10.0, 8.0, 7.0, 6.0]","['家庭矛盾', '犯罪', '惩罚', '成长与自我发现', '社会问题']","['温暖', '自由', '勇气', '成长', '挑战', '揭示', '痛苦', '失落', '背叛']","[3.6, 3.2, 3.2, 2.4, 2.4, 2.4, 2.4, 2.4, 2.4]"
590,mzc00200nxl9ybm,绝世古镇之九宫八卦门,2020,['冒险' '动作' '惊悚'],"['灵异现象', '勇敢与冒险']","[9.0, 7.0]","['灵异现象', '勇敢', '冒险']","['团结', '勇敢', '拯救', '阴谋', '险恶', '危险']","[3.2, 3.2, 2.8, 1.2, 1.0, 1.0]"
591,zdhv0ceythhzhd2,暗道,2016,['悬疑' '剧情' '动作'],"['真相与谎言', '复仇与正义', '勇气与决心', '团结与合作', '生死抉择']","[10.0, 9.0, 8.0, 8.0, 7.0]","['真相', '谎言', '复仇', '正义', '勇气', '决心', '团结', '合作', '生死抉择']","['复仇', '危险', '阴谋']","[4.5, 4.0, 3.5]"
592,hy374f38yt7rhue,轩辕大帝,2016,['剧情' '历史' '古装'],"['信仰与宗教', '成长与自我发现', '政治与权力', '文化与传承', '团结与合作']","[9.0, 8.0, 8.0, 7.0, 6.0]","['信仰', '宗教', '成长与自我发现', '政治', '权力', '文化', '传承', '团结', '合作']","['团结', '爱国']","[4.5, 4.0]"
593,elx94ekq6ylkna3,鸡毛信,1954,['剧情' '战争' '儿童' '家庭' '励志'],"['牺牲和奉献', '勇气与决心', '父子/父女', '团结与合作', '成长与自我发现', '真爱与选择']","[10.0, 10.0, 9.0, 9.0, 8.0, 8.0]","['牺牲和奉献', '勇气', '决心', '父子/父女', '团结', '合作', '成长与自我发现', '真爱', '选择']","['勇敢', '危险', '革命', '老电影', '中国电影', '生死']","[3.333, 3.0, 2.667, 2.667, 2.333, 2.333]"
594,mzc00200caa86j4,少年泰坦队大对决！,2019,['动画' '家庭' '动作'],"['团结与合作', '勇气与决心', '支持与鼓励', '信任', '成长与自我发现']","[10.0, 8.0, 7.0, 6.0, 5.0]","['团结', '合作', '勇气', '决心', '支持', '鼓励', '信任', '成长与自我发现']","['团结', '勇敢', '友情', '阴谋', '邪恶力量', '危险']","[2.97, 2.64, 2.64, 2.64, 2.31, 2.31]"
595,ckeqml3o5yib9o5,双栖间谍,1995,['悬疑' '战争' '惊悚'],"['身份迷失', '信任与背叛', '战争与和平', '爱国主义', '生死抉择']","[10.0, 9.0, 8.0, 8.0, 7.0]","['身份迷失', '信任', '背叛', '战争', '和平', '爱国主义', '生死抉择']","['中国电影', '阴谋', '团结', '危险', '抗日战争', '暗杀', '勇敢']","[3.06, 3.06, 2.97, 2.72, 2.64, 2.38, 2.31]"
596,8mz68198clydrq0,霍元甲,2006,['传记' '剧情' '动作'],"['父子/父女', '勇气与决心', '民族自尊', '武术精神', '信任', '成长与自我发现']","[9.0, 9.0, 8.0, 8.0, 8.0, 7.0]","['父子/父女', '勇气', '决心', '民族自尊', '武术精神', '信任', '成长与自我发现']","['成长', '勇敢', '信念', '挫折', '离别', '复仇']","[3.6, 3.2, 2.8, 2.4, 2.1, 1.8]"
597,z1omi0l7ipn0kfk,开国大典,1989,['战争' '剧情' '历史'],"['爱国主义', '民族自尊', '团结与支持', '政治与权力', '历史与文明', '家国情怀']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['爱国主义', '民族自尊', '团结', '支持', '政治', '权力', '历史', '文明', '家国情怀']","['革命', '爱国', '团结']","[5.0, 4.5, 4.0]"
598,6oul4soif51n4xc,斯大林格勒战役,1993,['战争' '剧情'],"['战争与和平', '生存与挑战', '团结与合作', '信任', '勇气与决心', '爱国主义']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['战争', '和平', '生存', '挑战', '团结', '合作', '信任', '勇气', '决心', '爱国主义']","['生死', '勇敢', '军事', '二战', '危险', '困境', '坚持', '生存']","[2.97, 2.64, 2.64, 2.64, 2.64, 2.64, 2.31, 2.31]"
599,tx5b80yeoov5a2h,血战湘江,2017,['战争' '历史'],"['爱国主义', '民族自尊', '牺牲和奉献', '勇气与决心', '战争与和平', '团结与合作']","[10.0, 9.0, 9.0, 9.0, 8.0, 8.0]","['爱国主义', '民族自尊', '牺牲和奉献', '勇气', '决心', '战争', '和平', '团结', '合作']","['爱国', '勇敢', '生死', '中国电影', '危险']","[3.3, 2.97, 1.98, 1.65, 1.65]"
600,i1s6qf8f3wmhgxe,拆弹部队,2008,['惊悚' '剧情' '动作' '战争'],"['牺牲和奉献', '勇气与决心', '团结与合作', '战争与和平', '信任', '生死抉择']","[10.0, 9.0, 9.0, 8.0, 8.0, 8.0]","['牺牲和奉献', '勇气', '决心', '团结', '合作', '战争', '和平', '信任', '生死抉择']","['离别', '勇敢', '军事', '团结', '美国电影', '危险', '成长']","[3.06, 2.97, 2.72, 2.64, 2.38, 2.38, 2.31]"
601,l5qeamp4v0pcgpa,寻龙契约2龙炼,2019,['奇幻' '冒险' '剧情'],"['探索与冒险', '勇气与决心', '团结与合作']","[8.5, 8.0, 7.5]","['探索', '冒险', '勇气', '决心', '团结', '合作']","['友情', '团结', '勇敢', '邪恶力量', '痛苦', '危险']","[3.6, 3.2, 2.8, 1.4, 1.2, 1.0]"
602,l3cw6ng8tq7dlvo,夏目友人帐,2018,['奇幻' '剧情' '动画'],"['和解与成长', '信任', '神秘与超自然', '家族与亲情', '接受与包容', '文化与传承']","[10.0, 9.5, 9.0, 8.5, 8.0, 7.5]","['和解', '成长', '信任', '神秘与超自然', '家族', '亲情', '接受', '包容', '文化', '传承']","['治愈', '温暖', '青春']","[4.5, 4.0, 3.5]"
603,2xxul4n2j8y0rxi,摔跤吧！爸爸,2016,['传记' '运动' '剧情' '亲情' '家庭' '励志'],"['家族支持与励志', '女性力量与平等', '父子/父女', '信念与坚持', '成长与自我发现', '挑战传统观念']","[10.0, 9.5, 9.0, 9.0, 8.5, 8.0]","['家族支持与励志', '女性力量与平等', '父子/父女', '信念', '坚持', '成长与自我发现', '挑战传统观念']",['爱国'],[4.0]
604,48oncglew74dxko,猪猪侠之英雄猪少年,2017,['奇幻' '儿童' '喜剧' '动画'],"['儿童与成长', '家庭与团圆', '友谊', '正义与勇敢', '勇气与冒险', '爱与关怀']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['儿童', '成长', '家庭', '团圆', '友谊', '正义', '勇敢', '勇气', '冒险', '爱与关怀']","['英雄', '友爱', '喜悦']","[5.0, 4.5, 4.0]"
605,ht4z382bhs7h94u,银河护卫队,2014,['搞笑' '动作' '喜剧' '科幻' '冒险'],"['团结与合作', '家族支持与励志', '勇气与决心', '信任', '成长与自我发现']","[10.0, 9.0, 8.0, 7.0, 6.0]","['团结', '合作', '家族支持与励志', '勇气', '决心', '信任', '成长与自我发现']","['欢乐', '喜悦', '幽默']","[111111111.0, 11111111.0, 1111111.0]"
606,sskkximrk5mcwd5,决战帝国,2005,['剧情' '爱情' '动作' '悬疑' '惊悚'],"['复仇与正义', '困境与挑战', '政治与权力', '真爱与选择', '保护与牺牲', '信任']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['复仇', '正义', '困境', '挑战', '政治', '权力', '真爱', '选择', '保护', '牺牲', '信任']","['警匪', '危险', '拯救', '追求真相', '阴谋', '勇敢', '险恶', '正义']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.31]"
607,g6r4vy8p2y6hsvq,车在囧途,2012,['喜剧' '爱情' '搞笑'],"['家庭矛盾', '成长与自我发现', '团结与合作', '父子/父女']","[9.0, 8.0, 7.0, 6.0]","['家庭矛盾', '成长与自我发现', '团结', '合作', '父子/父女']","['喜悦', '欢乐', '幽默']","[4.5, 4.0, 3.5]"
608,mzc0020006ug3cp,史前巨鲨,2018,['冒险' '恐怖' '动作' '科幻' '惊悚'],"['人与自然的斗争', '生死抉择', '环境与自然', '生存与挑战']","[10.0, 9.0, 8.0, 7.0]","['人与自然的斗争', '生死抉择', '环境', '自然', '生存', '挑战']","['生死', '勇敢', '危险', '团结', '拯救']","[3.06, 2.97, 2.72, 2.64, 2.31]"
609,mzc00200yssen29,灭绝,2018,['剧情' '动作' '灾难' '科幻' '惊悚'],"['生存与挑战', '人与自然的斗争', '灾难与生存', '科技与未来', '保护与牺牲']","[10.0, 9.0, 8.0, 7.0, 6.0]","['生存', '挑战', '人与自然的斗争', '灾难', '科技', '未来', '保护', '牺牲']","['勇敢', '团结', '外星生物', '危险']","[2.64, 2.64, 2.31, 2.31]"
610,mzc0020015prd5f,重装机甲,2020,['动作' '科幻' '悬疑' '冒险' '犯罪'],"['科技与未来', '团结与合作', '犯罪与惩罚', '探索与冒险', '信任']","[10.0, 9.0, 8.0, 7.0, 6.0]","['科技', '未来', '团结', '合作', '犯罪', '惩罚', '探索', '冒险', '信任']","['阴谋', '拯救', '危险', '勇敢', '人工智能', '复仇', '信念']","[3.06, 2.97, 2.72, 2.64, 2.38, 2.38, 2.31]"
611,8u2u2tatm8xy9n7,美国狙击手,2014,['传记' '战争' '剧情' '动作'],"['保护与牺牲', '民族自尊', '爱国主义', '信任', '勇气与决心', '团结与合作']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['保护', '牺牲', '民族自尊', '爱国主义', '信任', '勇气', '决心', '团结', '合作']","['生死', '勇敢', '军事', '挫折', '信念', '离别', '爱国']","[3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.31]"
612,nq2rh6l9kein1qt,乐高大电影2,2019,['动作' '歌舞' '喜剧' '冒险' '动画'],"['团结与合作', '勇气与决心', '创新与反传统', '成长与自我发现', '友谊', '音乐与艺术']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['团结', '合作', '勇气', '决心', '创新与反传统', '成长与自我发现', '友谊', '音乐', '艺术']","['欢乐', '喜悦', '幸福']","[6.75, 6.0, 5.25]"
613,h33mjapiy9mic5g,机动杀人,2004,['悬疑' '惊悚' '剧情' '犯罪'],"['复仇与正义', '困境与挑战', '真相与谎言', '犯罪与惩罚', '信任与背叛']","[10.0, 9.5, 9.0, 8.5, 8.0]","['复仇', '正义', '困境', '挑战', '真相', '谎言', '犯罪', '惩罚', '信任', '背叛']","['好奇', '焦虑', '回忆', '压抑', '温馨', '恐惧']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5]"
614,ym57dizjszgv10v,帝国的毁灭,2004,['传记' '战争' '剧情' '历史'],"['政治与权力', '民族自尊', '爱国主义', '战争与和平', '决策与后果', '信任与背叛']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['政治', '权力', '民族自尊', '爱国主义', '战争', '和平', '决策', '后果', '信任', '背叛']","['生死', '二战', '阴谋', '离别']","[4.5, 4.0, 4.0, 3.5]"
615,ogkxsrh5mqabde2,危机13小时,2016,['惊悚' '剧情' '动作' '战争'],"['牺牲与奉献', '团结与合作', '信任', '生死抉择', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0]","['牺牲', '奉献', '团结', '合作', '信任', '生死抉择', '战争', '和平']","['真实', '绝望', '勇气', '回忆', '愤怒', '壮志', '恐惧', '敬意', '悲痛']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.31, 2.04]"
616,mzc00200ol23qnr,猎杀T34,2019,['战争' '历史' '动作'],"['保护与牺牲', '勇气与决心', '团结与合作', '生死抉择', '战争与和平', '信任']","[10.0, 9.0, 9.0, 8.0, 7.0, 6.0]","['保护', '牺牲', '勇气', '决心', '团结', '合作', '生死抉择', '战争', '和平', '信任']","['勇敢', '团结', '信念', '困境', '生死', '危险']","[3.2, 2.8, 2.8, 1.2, 1.0, 1.0]"
617,lcewsuqxacvnvh5,廉政风云,2019,['悬疑' '剧情' '犯罪'],"['政治与权力', '真相与谎言', '保护与牺牲', '犯罪与惩罚', '信任', '决策与后果']","[10.0, 9.0, 9.0, 9.0, 9.0, 8.0]","['政治', '权力', '真相', '谎言', '保护', '牺牲', '犯罪', '惩罚', '信任', '决策', '后果']","['反腐', '正义', '警匪', '阴谋', '险恶', '危险', '传达正义']","[3.3, 2.97, 2.72, 2.72, 2.72, 2.72, 2.64]"
618,uehcx261b1aqs3t,怪兽电力公司,2001,['奇幻' '喜剧' '儿童' '冒险' '动画'],"['友谊', '成长与自我发现', '团结与合作', '探索与冒险', '创新与反传统']","[10.0, 9.0, 8.0, 7.0, 6.0]","['友谊', '成长与自我发现', '团结', '合作', '探索', '冒险', '创新与反传统']","['欢乐', '喜悦', '幸福']","[4.5, 4.0, 3.5]"
619,tp8qwuc6gxpb84d,三毛流浪记,1984,['短片' '剧情' '动画'],"['成长与自我发现', '亲情与成长', '勇气与冒险', '教育', '儿童与成长', '亲情与关怀']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['成长与自我发现', '亲情', '成长', '勇气', '冒险', '教育', '儿童', '关怀']","['童年记忆', '孤独', '勇敢', '中国电影', '生死', '友情', '上海', '困境', '相依为命']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
620,mzc002004eic07u,落魄保镖之危机疑云,2022,['犯罪' '爱情' '动作'],"['保护与牺牲', '父子/父女', '信任', '真爱与选择', '复仇与正义', '团结与合作']","[10.0, 9.0, 9.0, 9.0, 9.0, 9.0]","['保护', '牺牲', '父子/父女', '信任', '真爱', '选择', '复仇', '正义', '团结', '合作']","['现代', '复仇', '成长', '阴谋', '勇敢', '危险', '拯救']","[3.06, 3.06, 2.97, 2.72, 2.64, 2.38, 2.31]"
621,t9va407efi2skje,喜羊羊与灰太狼之羊年喜羊羊,2015,['奇幻' '喜剧' '家庭' '冒险' '动画'],"['团结与合作', '勇气与冒险', '成长与自我发现', '亲情与成长', '儿童与成长', '挑战与克服困难']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['团结', '合作', '勇气', '冒险', '成长与自我发现', '亲情', '成长', '儿童', '挑战与克服困难']","['欢乐', '快乐', '幸福']","[10.0, 8.0, 7.0]"
622,ow0tm331mu0iblg,急速杀机,2010,['犯罪' '动作'],"['团结与合作', '犯罪与惩罚', '勇气与决心', '成长与挑战', '生死抉择']","[10.0, 9.0, 9.0, 8.0, 8.0]","['团结', '合作', '犯罪', '惩罚', '勇气', '决心', '成长', '挑战', '生死抉择']",['危险'],[3.5]
623,bdgik3cowzcgdwi,朝花夕誓,2018,['奇幻' '动画'],"['青春与成长', '真爱与选择', '勇气与决心', '探索与冒险']","[10.0, 9.0, 8.0, 6.0]","['青春', '成长', '真爱', '选择', '勇气', '决心', '探索', '冒险']","['悲情', '温馨', '惨烈']","[2.64, 2.31, 2.31]"
624,mzc00200qxt92as,天龙八部之乔峰传,,['武侠' '动作' '古装'],"['民族自尊', '恩怨纠缠', '父子/父女', '信任', '勇气与决心', '真爱与选择']","[10.0, 9.0, 9.0, 8.0, 8.0, 8.0]","['民族自尊', '恩怨纠缠', '父子/父女', '信任', '勇气', '决心', '真爱', '选择']","['悲情', '英勇', '背叛', '勇敢', '阴谋', '侠义']","[3.06, 2.97, 2.72, 2.64, 2.38, 2.31]"
625,ir3pldnpk2l3ogu,绝境穿越,2017,['悬疑' '冒险' '动作'],"['团结与合作', '勇气与决心', '生存与挑战', '信任', '决策与后果']","[10.0, 9.0, 8.0, 7.0, 6.0]","['团结', '合作', '勇气', '决心', '生存', '挑战', '信任', '决策', '后果']","['友情', '伤痕', '迷路', '演技差']","[3.0, 2.667, 2.333, 2.0]"
626,mzc00200ron6ekx,寻龙.镇魂棺,,['悬疑' '惊悚' '冒险'],"['困境与挑战', '真相与谎言', '探索与冒险', '勇气与决心']","[9.0, 8.0, 7.0, 6.0]","['困境', '挑战', '真相', '谎言', '探索', '冒险', '勇气', '决心']","['勇气', '探险', '恐惧', '好奇', '自然', '紧张']","[3.333, 3.333, 3.0, 2.667, 2.667, 2.667]"
627,mzc002008u8urpd,死无罪证,2021,['悬疑' '犯罪' '动作'],['复仇与正义'],[10.0],"['复仇', '正义']","['焦虑', '痛苦', '愤怒']","[11111111.0, 1111111.0, 111111.0]"
628,f2tvosbbl4117pr,小花仙大电影：奇迹少女,2021,['奇幻' '儿童' '家庭' '冒险' '动画'],"['友谊', '勇气与决心', '成长与自我发现', '环保意识', '团结与合作', '女性力量与平等']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['友谊', '勇气', '决心', '成长与自我发现', '环保意识', '团结', '合作', '女性力量与平等']","['勇敢', '温馨', '感人']","[4.5, 4.0, 3.5]"
629,wjef2jniuzu3gyr,游泳池,2003,['悬疑' '惊悚' '犯罪'],"['真相与谎言', '身份迷失', '人际关系']","[10.0, 9.0, 8.0]","['真相', '谎言', '身份迷失', '人际关系']","['意外', '焦虑', '紧张', '恐惧']","[4.5, 4.5, 4.5, 3.5]"
630,vcky02t04sjhpv0,赌神3之少年赌神,1996,['剧情' '喜剧' '动作'],"['勇气与决心', '家族支持与励志', '团结与支持']","[10.0, 9.0, 8.0]","['勇气', '决心', '家族支持与励志', '团结', '支持']","['欢乐', '背叛', '喜悦', '愤怒', '振奋', '痛苦']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5]"
